,Areacode,Phone,name1,name2,SAM_BLDNAME,SAM_STNMFR,SAM_STNAME,SAM_STSUBT,sam_estate,City,Province,class_code,class_desc
28888,,6388415,New York Bay Philippines,,,,,,,,,,
28889,,6388455,New York Bay Philippines Inc,,Antel Global Corporate Center,,Dna Julia Vargas,Ave,Ortigas Center,Pasig City,Metro Manila,,
28890,,5714512/5715389,New York Bay Phils Inc,,Antel Global Corporate Center,,Dna Julia Vargas,Ave,Ortigas Center,Pasig City,Metro Manila,,
28892,,5849431/6500560,New York Bay Phils Inc,,,,,,,Or Call:,,,
28894,,2340039,New York Bay Phils Inc,,,,,,,,,,
28895,,8970744/8959673,New Zealand Creamery,,,6409,Camia,St,,Makati City,Metro Manila,,
28897,,8959672,New Zealand Creamery,,,,,,,Or Call:,,,
28898,,8965937/8904185,New Zealand Creamery Incorporated,,,6409,Camia,St,,Makati City,Metro Manila,,
28900,,8904192/8904193,New Zealand Creamery Incorporated,,,,,,,Or Call:,,,
28902,,8915357,New Zealand Embassy,,The Zuellig Building,,Makati,Ave,Urdaneta Village,,Metro Manila,,
28903,,8914625,New Zealand Trade Developmentboard,,The Zuellig Building,,Makati,Ave,Urdaneta Village,Makati City,Metro Manila,,
28904,,2776505/2776504,Newcore Industries International Inc.,,Net Park,,5TH,Ave,Bonifacio Global City,Taguig City,Metro Manila,,
28906,,3622160,Newey Industries Corporation,,,133,8TH,Ave,,,Metro Manila,,
28907,,7278022,Newman Lim Gaw,,PLATINUM 1000,16,Annapolis,St,,San Juan City,Metro Manila,,
28908,,8953109,Newspaper Paraphernalia Inc,,,3817,Mascardo,St,,Makati City,Metro Manila,,
28909,,6310181/6386384,Newtimes Development Limited,,Philippine Stock Exch We Twr,,Exchange,Rd,Ortigas Center,Pasig City,Metro Manila,,
28911,,6310824,Newtimes Development Limited,,,,,,,Or Call:,,,
28912,,6364961/6364962,Newtimes Development Limited,,Alvion Centre,110,Rada,St,Legaspi Village,Makati City,Metro Manila,,
28914,,6364963/6364964,Newtimes Development Limited,,,,,,,Or Call:,,,
28916,,8179008,Newtrends International Corp,,Kampri Building,2254,Chino Roces,Ave,Kayamanan A,,Metro Manila,,
28917,,6871130/6891153,Nexans Singapore Pte Ltd,,One Corporate Center Tower,,Dna Julia Vargas,Ave,Ortigas Center,Pasig City,Metro Manila,,
28919,,6891154/6891155,Nexans Singapore Pte Ltd,,,,,,,Or Call:,,,
28921,,5111120/8280333,Next Wave Maritime Management Inc.,,Phil Axa Life Center,,Sen Gil Puyat,Ave,San Antonio Village,,Metro Manila,,
28923,,8312072,Next Wave Maritime Management Inc.,,,,,,,Or Call:,,,
28924,,9125511,Nextgen Cleaning Supplies Inc,,Dona Consolacion Building,,Gen Santos,Ave,Araneta Commercial Center,QC,Metro Manila,,
28925,,8511658,"Nextsign, Inc.",,Patricia Building,1050,Edsa,Ave,Magallanes Village,Makati City,Metro Manila,,
28926,,5511584,Nexus Industrial Prime Solutions Corp.,,Venture Building,,Market,St,Madrigal Business Park,Muntinlupa City,Metro Manila,,
28927,,8640691/8910466,Nexus Petroleum,,SGV 1 BUILDING,6760,Ayala,Ave,Legaspi Village,Makati City,Metro Manila,,
28929,,8640690,Nexus Petroleum,,,,,,,Or Call:,,,
28930,,8403631,Nexus Petroleum Inc,,SGV 1 BUILDING,6760,Ayala,Ave,Legaspi Village,Makati City,Metro Manila,,
28931,,8017961,Nexus R Asia Inc.,,Pacific Star Building,,Makati,Ave,Salcedo Village,Makati City,Metro Manila,,
28932,,8121381,Ng Law Firm,,CITYLAND CONDOMINIUM 10 TWR 1,156,H v Dela Costa,St,Salcedo Village,Makati City,Metro Manila,,
28933,,5357855,Ngdumlao Enterprise,,Summit One Tower,530,Shaw,Bvd,,Mandaluyong City,Metro Manila,,
28934,,8170704,Ngl Pacific Limited,,6750 AYALA TOWER,6750,Ayala,Ave,Ayala Center,Makati City,Metro Manila,,
28935,,3661968,Niagara Industrial Equipment Corporation,,,104,Biglang Awa,St,,Caloocan City,Metro Manila,,
28936,,6337911/6342952,"Nicci Technology, Inc",,STRATA 2000,,F Ortigas Jr,Rd,Ortigas Center,Pasig City,Metro Manila,,
28938,,7406204,Nice Castle Inc.,,Beta Building,2148,Espana,St,,,Metro Manila,,
28939,,6401088/6407088,Nichiyu Asialift Philippines Inc,,,9,M R Flores,St,,Pat,Metro Manila,,
28941,,6404488/6282363,Nichiyu Asialift Philippines Inc,,,,,,,Or Call:,,,
28943,,3619506,Nicknyok General Merchandise,,GMA 7 EMPC,132,Timog,Ave,,,Metro Manila,,
28944,,2553640,Nicolaud General Merchandise(get Laud)branch,,CENTER MALL 2,,C M Recto,Ave,Tutuban Center,Manila City,Metro Manila,,
28945,,6357863,Nicua Corporation,,Bloomingdale Plaza Building,,Shaw,Bvd,,Pasig City,Metro Manila,,
28946,,8439866,Nigeria Embassy,,,2211,Paraiso,St,Dasmarinas Village,Makati City,Metro Manila,,
28947,,8320705/8320704,Nihon Consultancy Service Inc,,Nova Star Condominium,88,Don B Hernandez,St,,PC,Metro Manila,,
28949,,8330277/8320706,Nihon Consultancy Service Inc,,,,,,,Or Call:,,,
28951,,8223283/8223678,"Niigata Power Systems Philippines, Inc.",,Severina Industrial Estate,5,Acsie,Ave,Acsie Village,,Metro Manila,,
28953,,8225271/8225859,"Niigata Power Systems Philippines, Inc.",,,,,,,Or Call:,,,
28955,,8226380,"Niigata Power Systems Philippines, Inc.",,,,,,,,,,
28956,,8302036/8302035,Niit,,Salustiana D Ty Tower,104,Paseo de Roxas,Ave,Legaspi Village,Makati City,Metro Manila,,
28958,,8137055/8303000,Niit,,,,,,,Or Call:,,,
28960,,8302037,Niit,,,,,,,,,,
28961,,8450838,Nijels Internet Place,,,2839,Cabrera,St,,PC,Metro Manila,,
28962,,8330389/8943240,Nikka Trading,,Cityland Herrera Tower,98,V a Rufino,St,Salcedo Village,Makati City,Metro Manila,,
28964,,8402790/8332605,Nikka Trading,,,,,,,Or Call:,,,
28966,,6360925/6338734,Nikken Philippines Inc,,Jmt Corporate Condominium,,Adb,Ave,Ortigas Center,,Metro Manila,,
28968,,2414101,Niko Medical Supplies & Equipments Trading,,,1422,Rizal,Ave,,,Metro Manila,,
28969,,5719513/5719335,Nine Media Corporation,,Worldwide Corporation Centre,,Shaw,Bvd,,Mandaluyong City,Metro Manila,,
28971,,5718696/5718645,Nine Media Corporation,,,,,,,Or Call:,,,
28973,,5718524/5718366,Nine Media Corporation,,,,,,,,,,
28975,,8400730,Nine West Boutique,,Rustans Department Store,,Ayala,Ave,Ayala Center,,Metro Manila,,
28976,,8928172,Nine West Boutique,,GLORIETTA 4,,East,Drv,Ayala Center,Makati City,Metro Manila,,
28977,,8079246,Nine West Boutique,,Alabang Town Center,,Alabang-Zapote,Rd,Ayala Alabang Commercial Ctr,Muntinlupa City,Metro Manila,,
28978,,6388067,Nine West Boutique,,Edsa Shangri-La Plaza Mall,,Shaw,Bvd,,Mandaluyong City,Metro Manila,,
28979,,6559144,Nine West Boutique,,Robinsons Galleria Mall,,Edsa,St,,QC,Metro Manila,,
28980,,8329594/8328123,Ninetynine Technology Inc.,,Pb Com Tower,6795,Ayala,Ave,Salcedo Village,Makati City,Metro Manila,,
28982,,8329600,"Ninon Retail Concepts, Inc.",,Lri Business Plaza,210,Nicanor Garcia,St,BEL-AIR 2 VILLAGE,,Metro Manila,,
28983,,8521111,Nippon Express Company Limited,,Nippon Express Philippines,8,Johanne,St,,Paranaque City,Metro Manila,,
28984,,5312571,Nippon Express Philippines Corporation,,The New Coconut Center,291,M Vicente,St,,Mandaluyong City,Metro Manila,,
28985,,8511676,Nippon Express Philippines Corporation,,,8,Johanne,St,,Paranaque City,Metro Manila,,
28986,,8370455/8374767,Nippon Express Philippines Corporation,,,,East Service,Rd,Fti Complex,Taguig City,Metro Manila,,
28988,,8233649/8370864,Nippon Express Philippines Corporation,,,,,,,Or Call:,,,
28990,,8374706/8374725,Nippon Express Philippines Corporation,,,,,,,,,,
28992,,8512488/8370410,Nippon Express Philippines Corporation,,,,,,,,,,
28994,,8370557/4031106,Nippon Express Philippines Corporation,,,,,,,,,,
28996,,8521014,Nippon Express Philippines Corporation,,,,,,,,,,
28997,,8510416/6545343,Nippon Express Philippines Corporation,,,8,Johann,St,Pascor Compound,Paranaque City,Metro Manila,,
28999,,5312635/8371893,Nippon Express Philippines Corporation,,,,,,,Or Call:,,,
29001,,8534703/8373264,Nippon Express Philippines Corporation,,,,,,,,,,
29003,,5566052/8370207,Nippon Express Philippines Corporation,,Nippon Express Inc,,Avocado,Rd,Fti Complex,,Metro Manila,,
29005,,8233645,Nippon Express Philippines Corporation,,,,,,,Or Call:,,,
29006,,8939461/8373844,Nippon Express Philippines Corporation,,Panorama Compound,,Veterans,Rd,Veterans Center,Taguig City,Metro Manila,,
29008,,8374217/8939455,Nippon Express Philippines Corporation,,,,,,,Or Call:,,,
29010,,4030603/8939104,Nippon Express Philippines Corporation,,,,,,,,,,
29012,,8375179/8374493,Nippon Express Philippines Corporation,,,,,,,,,,
29014,,8233644/8150301,Nippon Express Philippines Corporation,,,,,,,,,,
29016,,8373415/8374967,Nippon Express Philippines Corporation,,,,,,,,,,
29018,,8521013,Nippon Express Phils. Corp.,,,8,Johanne,St,,,Metro Manila,,
29019,,5219969/5219988,Nippon Huso Kyokai,,Manila Diamond Hotel,,Pres M a Roxas,Bvd,,Manila City,Metro Manila,,
29021,,9364246,Nippon Promac Phils Inc,,,34,P Dela Cruz,St,L and G Compound,,Metro Manila,,
29022,,8175804,Nishimatsu Construction Co Ltd,,Gc Corporate Plaza,150,Legazpi,St,Legaspi Village,Makati City,Metro Manila,,
29023,,7421531/7421532,Nisparts Center Incorporated,,,243,Banawe,Ave,,QC,Metro Manila,,
29025,,7426281,Nisparts Center Incorporated,,,,,,,Or Call:,,,
29026,,8869931,"Nissan Car Lease Philippines, Inc.",,,2317,Aurora,Bvd,,PC,Metro Manila,,
29027,,3309471/3309472,Nissan Commercial,,,86,Victoneta,Ave,,Malabon City,Metro Manila,,
29029,,3309470,Nissan Commercial,,,,,,,Or Call:,,,
29030,,7424676,Nissan Gallery,,Nissan Motors Building,138,Quezon,Ave,,QC,Metro Manila,,
29031,,6355888/6348754,Nissan Gallery Ortigas,,,80,E Rodriguez Jr,Ave,Acropolis Greens Subd,QC,Metro Manila,,
29033,,6354651/6354652,Nissan Gallery Ortigas,,,,,,,Or Call:,,,
29035,,6354653/6354654,Nissan Gallery Ortigas,,,,,,,,,,
29037,,6354656/6354655,Nissan Gallery Ortigas,,,,,,,,,,
29039,,6354658/6354659,Nissan Gallery Ortigas,,,,,,,,,,
29041,,6354660/6354661,Nissan Gallery Ortigas,,,,,,,,,,
29043,,6354662/6354663,Nissan Gallery Ortigas,,,,,,,,,,
29045,,6354657,Nissan Gallery Ortigas,,,,,,,,,,
29046,,4783557/4782821,"Nissan Philippines, Inc.",,Eco Tower,,9TH,Ave,Bonifacio Global City,Taguig City,Metro Manila,,
29048,,4784128/4782637,"Nissan Philippines, Inc.",,,,,,,Or Call:,,,
29050,,8151086,Nissho Iwai Corporation,,Nac Tower,,32ND,St,Bonifacio Global City,,Metro Manila,,
29051,,8548735/8548933,Nissin Transport Philippines Corportion,,Cargo Village Complex Bldg A,,Ninoy Aquino,Ave,,Paranaque City,Metro Manila,,
29053,,8515622/8515637,Nissin Transport Philippines Corportion,,Cargo Village Complex Building,13,Ninoy Aquino,Ave,,,Metro Manila,,
29055,,8515621,Nissin Transport Phils Corp,,Cargo Village Complex Building,13,Ninoy Aquino,Ave,,,Metro Manila,,
29056,,5218008,Nittan Capital Finance Inc,,Glc Building,,T M Kalaw Sr,St,,Manila City,Metro Manila,,
29057,,6388390/6388184,Nittan Capital Finance Inc,,Discovery Centre,25,Adb,Ave,Ortigas Center,Pasig City,Metro Manila,,
29059,,6356750/6350431,Nittan Capital Finance Inc,,,,,,,Or Call:,,,
29061,,6333188/5213338,Nittan Capital Finance Inc,,,,,,,,,,
29063,,5213328/6387339,Nittan Capital Finance Inc,,,,,,,,,,
29065,,8330807,Nityo Infotech Inc.,,Corporate Center Condominium,139,Valero,St,Salcedo Village,,Metro Manila,,
29066,,7334375,Nitz Quick Print & Copy System,,Mvj Building,1250,Espana,Bvd,,Manila City,Metro Manila,,
29067,,7355779,Nitz Snacks Inn,,,885,R Papa,St,,Manila City,Metro Manila,,
29068,,8943956,Njr General Merchandising,,Mile Long Building,,Amorsolo,St,Kayamanan A,Makati City,Metro Manila,,
29069,,6317219,Njs Consultants,,STRATA 2000,,F Ortigas Jr,Rd,Ortigas Center,Pasig City,Metro Manila,,
29070,,5277093,Nmc Container Lines Incorporated,,Times Plaza Building,,United Nations,Ave,,Manila City,Metro Manila,,
29071,,5247570,"Nmc Container Lines, Inc",,Times Plaza Building,,United Nations,Ave,,Manila City,Metro Manila,,
29072,,8890999,Nnit Philippines Inc.,,88 CORPORATE CENTER,141,Sedeno,St,Salcedo Village,Makati City,Metro Manila,,
29073,,8299972/8290023,NNR Global Logistics Philippines Inc.,,,,Dna Irenea,St,IRENEVILLE SUBDIVISION 1,Paranaque City,Metro Manila,,
29075,,8511073/8511104,NNR Global Logistics Philippines Inc.,,Sky Freight Building,,Ninoy Aquino,Ave,,,Metro Manila,,
29077,,8512457,NNR Global Logistics Philippines Inc.,,,,,,,Or Call:,,,
29078,,8378140/8388901,No Bia Inc,,,,Langka,St,Fti Complex,Taguig City,Metro Manila,,
29080,,8378157,No Bia Inc,,,,Malunggay,Rd,Fti Complex,,Metro Manila,,
29081,,8389997,No Bia Inc.,,,,Malunggay,Rd,Fti Complex,Taguig City,Metro Manila,,
29082,,8874217/8337093,"No Bia, Inc.",,,98,Marcos Alvarez,Ave,,Las Pinas City,Metro Manila,,
29084,,8871256/8872013,Noah Global Maritime Inc,,SAYOC 100 BUILDING,93,Sen Gil Puyat,Ave,,,Metro Manila,,
29086,,5251131,Nobility International Freight Solutions Co.,,Stanisco Towers,999,Pedro Gil,St,,,Metro Manila,,
29087,,7237681,Nobilla Corporation,,,1397,E Rodriguez Sr,Ave,,QC,Metro Manila,,
29088,,5566269,Nobox Transitions Foundation Inc.,,Trade and Financial Tower,,7TH,Ave,Bonifacio Global City,Taguig City,Metro Manila,,
29089,,8402741,Noda Sho,,,2277,Chino Roces,Ave,,Makati City,Metro Manila,,
29090,,8447546/8447549,Noisy Neighbor Inc,,Mile Long Building,,Amorsolo,St,Kayamanan A,Makati City,Metro Manila,,
29092,,8287165/8287155,Nomad Sports Club,,,,Madrid,St,Merville Park Subdivision,,Metro Manila,,
29094,,8865255/8865256,Nomura Securities Philippinesinc,,The ENTERPRISE CENTER TOWER 1,6766,Ayala,Ave,Legaspi Village,,Metro Manila,,
29096,,4005079,Nonstop Overseas Employment,,,1704,A Mabini,St,,,Metro Manila,,
29097,,4262757/9293665,Nontimber Forest Productexchange Programme,,,92,Masikap Extension,St,,QC,Metro Manila,,
29099,,9204201,Nontimber Forest Productexchange Programme,,,,,,,Or Call:,,,
29100,,6965875,Noodlerama Group Inc.,,The Podium,,Adb,Ave,Ortigas Center,Mandaluyong City,Metro Manila,,
29101,,9905438,Noodlerama Group Inc.,,Up Town Center,,Katipunan,Ave,,QC,Metro Manila,,
29102,,8244203,Nora a Meat Mart,,,84,Dna Soledad,Ave,Better Living Subdivision,Paranaque City,Metro Manila,,
29103,,5254611,"Norbulk Pacific Maritime, Inc.",,De Leon Center Building,1151,M H Del Pilar,St,,Manila City,Metro Manila,,
29104,,6353819/6353820,Norconsult Management Serv Phil. Inc.,,Philippine Stock Exch We Twr,,Exchange,Rd,Ortigas Center,Pasig City,Metro Manila,,
29106,,7063853,Norconsult Management Services Phil Inc,,Philippine Stock Exch Ea Twr,,Exchange,Rd,Ortigas Center,,Metro Manila,,
29107,,8957224,Norfolk International Inc,,Itc Building,337,Sen Gil Puyat,Ave,Bel-Air Village,Makati City,Metro Manila,,
29108,,8195681,Noritsu,,Trafalgar Plaza,105,H v Dela Costa,St,Salcedo Village,Makati City,Metro Manila,,
29109,,8933292/8935384,"Noritsu Philippines, Inc.",,Urban Bank Plaza,,Chino Roces,Ave,,Makati City,Metro Manila,,
29111,,8128443/8941684,"Noritsu Philippines, Inc.",,Trafalgar Plaza,105,H v Dela Costa,St,Salcedo Village,,Metro Manila,,
29113,,8128445/8128444,"Noritsu Philippines, Inc.",,,,,,,Or Call:,,,
29115,,2943962,Norkis Group of Companies,,Louella Building,405,Gen D Mc Arthur,Hwy,,,Metro Manila,,
29116,,5347260,Norkis Trading Company,,,,Barangka,Drv,,Mandaluyong City,Metro Manila,,
29117,,5330672,Norkis Trading Company,,,608,Cordillera,St,,Mandaluyong City,Metro Manila,,
29118,,5312276/5316707,Norkis Trading Company Incorporated,,,11,Calbayog,St,,Mandaluyong City,Metro Manila,,
29120,,5314931/5314935,Norkis Trading Company Incorporated,,,,,,,Or Call:,,,
29122,,5251420,Norseman Company Inc,,S & L Building,1500,Pres M a Roxas,Bvd,,,Metro Manila,,
29123,,9254773,North Area Bakeries Inc,,Sm City North,,Edsa,Ave,,QC,Metro Manila,,
29124,,8548365,North Creek Analytical Soil & Water Testing Analysis Service,,Maga Centre,1016,San Antonio,St,Paseo de Magallanes,Makati City,Metro Manila,,
29125,,8944187,North Luzon Railways Corporation,,Bonifacio Naval Station,,Yakal,St,Fort Bonifacio Naval St'n C,Makati City,Metro Manila,,
29126,,5672768/5672767,North Park Noodles,,Manila Ocean Park Building,,Parade,Ave,Rizal Park,Manila City,Metro Manila,,
29128,,5672769,North Park Noodles,,,,,,,Or Call:,,,
29129,,5275287/5275314,Northern Cement Corp,,Ecj Building,,Arzobispo,St,,Manila City,Metro Manila,,
29131,,5275319,Northern Cement Corp,,,,,,,Or Call:,,,
29132,,8860809/8860801,Northern Chemical Sales Corporation,,Equitable Bank Tower,8751,Paseo de Roxas,Ave,Salcedo Village,Makati City,Metro Manila,,
29134,,8860814/8860815,Northern Chemical Sales Corporation,,,,,,,Or Call:,,,
29136,,8860813/8860810,Northern Chemical Sales Corporation,,,,,,,,,,
29138,,8860816/8860817,Northern Chemical Sales Corporation,,,,,,,,,,
29140,,8377539/8860818,Northern Chemical Sales Corporation,,,33,Arturo,Drv,,,Metro Manila,,
29142,,8860812,Northern Chemical Sales Corporation,,,,,,,Or Call:,,,
29143,,8388833/8860811,Northern Chemical Sales Corporation,,,,1ST,Ave,,Taguig City,Metro Manila,,
29145,,9117023/9117024,Northern Islands Comapny Incorporated,,,3,Mercury,St,,,Metro Manila,,
29147,,9117022/9117021,Northern Islands Comapny Incorporated,,,,,,,Or Call:,,,
29149,,9117020/9117019,Northern Islands Comapny Incorporated,,,,,,,,,,
29151,,9117018/9117017,Northern Islands Comapny Incorporated,,,,,,,,,,
29153,,9117016/9117025,Northern Islands Comapny Incorporated,,,,,,,,,,
29155,,5191919,Northern Star Energy Corporation,,CAP BUILDING 1,126,Amorsolo,St,Legaspi Village,,Metro Manila,,
29156,,7721770,Northgate Convergence Corp,,Northgate Cyberzone,,Alabang-Zapote,Rd,,Muntinlupa City,Metro Manila,,
29157,,7721771,Northgate Convergence Corp,,VECTOR 1 BUILDING,,Alabang-Zapote,Rd,Northgate Cyberzone,Muntinlupa City,Metro Manila,,
29158,,7750212,Northpoint Trading Central Corporation,,Alabang Business Tower,1216,Acacia,Ave,Madrigal Business Park,Muntinlupa City,Metro Manila,,
29159,,8327703,Northstar Technologies Industrial Corporation,,Mile Long Building,,Amorsolo,St,Kayamanan A,Makati City,Metro Manila,,
29160,,7147593,Northstar Training & Consultancy Inc.,,G E Antonino Building,,T M Kalaw Sr,St,,Manila City,Metro Manila,,
29161,,2524363,Northway Commercial,,,1716,J Abad Santos,Ave,,Manila City,Metro Manila,,
29162,,8120742,Norwegian Maritime Foundation,,Nmyc Tesda Bldg,,East Service,Rd,,Taguig City,Metro Manila,,
29163,,8126728,Norwegian Maritime Foundation,,Ntc Building,,East Service,Rd,Tesda Compound,Taguig City,Metro Manila,,
29164,,8137638,Norwegian Maritime Foundation,,Ntc-M Bldg Nmyc Tesda Cmplx,,East Service,Rd,,Taguig City,Metro Manila,,
29165,,9292643/9291920,"Norwegian Mission Alliance Philippines, Inc.",,,158,Mother Ignacia,Ave,,QC,Metro Manila,,
29167,,9291850/9292650,"Norwegian Mission Alliance Philippines, Inc.",,,,,,,Or Call:,,,
29169,,3662084,"Norwegian Mission Alliance Philippines, Inc.",,,,Circumferential,Rd,Araneta University Village,,Metro Manila,,
29170,,6592280,Nothing but Water,,,,Alabang-Zapote,Rd,Westgate Center,Muntinlupa City,Metro Manila,,
29171,,3668794/3633288,Notre Dame of Greater Manila,,Notre Dame (Front Gate/Right),,12TH,Ave,,Caloocan City,Metro Manila,,
29173,,3670665,Notre Dame of Greater Manilabusiness Ofc,,Mntc Building,,M Asistio Sr,Ave,,,Metro Manila,,
29174,,3321370,Nourriture Services Inc,,Waltermart North Edsa,1039,Edsa,Ave,,QC,Metro Manila,,
29175,,8428369,Nouveau Mfg Inc,,,,East Service,Rd,,Muntinlupa City,Metro Manila,,
29176,,5326682,"Nova Business Systems, Incorporated",,,557,9 DE FEBRERO,St,,Mandaluyong City,Metro Manila,,
29177,,9371644,Nova Vendors Credit Cooperative and Community Development,,,,Buenamar,Ave,Buenamar Subdivision,QC,Metro Manila,,
29178,,9629694,Novaliches Development Cooperative Incorporated,,Novadeci Bldg,,Camarin,Rd,,Caloocan City,Metro Manila,,
29179,,9620426,Novaliches Development Cooperative Incorporated,,Novadeci Building,,Camarin,Rd,,Caloocan City,Metro Manila,,
29180,,9360181,Novaliches Gen Hosp,,,793,Quirino,Hwy,,QC,Metro Manila,,
29181,,8109886,Novartis Healthcare Phils Inc (Animal Health),,Asian Reinsurance Building,,Salcedo,St,Legaspi Village,Makati City,Metro Manila,,
29182,,8124445,Novartis Philippines Incorporated,,Asian Reinsurance Building,,Salcedo,St,Legaspi Village,Makati City,Metro Manila,,
29183,,8023997,"Novel Capital, Inc.",,One World Place,,32ND,St,Bonifacio Global City,Taguig City,Metro Manila,,
29184,,3651395/3651432,Novelty Commercial Corporation,,,157,9TH,St,,Caloocan City,Metro Manila,,
29186,,3651429/3651430,Novelty Commercial Corporation,,,,,,,Or Call:,,,
29188,,3651431,Novelty Commercial Corporation,,,,,,,,,,
29189,,4786282,NPAX Cebu Corporation,,One Global Place,,5TH,Ave,Bonifacio Global City,Taguig City,Metro Manila,,
29190,,8439270,Ns Ocana Copy System,,Comfoods Building,,Malugay,St,,Makati City,Metro Manila,,
29191,,8434272,Ns Ocana Copy System,,Greenfield Building,254,Sen Gil Puyat,Ave,,Makati City,Metro Manila,,
29192,,8133137,"Ns Ocana, Incorporated",,Lpl Building,215,Sen Gil Puyat,Ave,,Makati City,Metro Manila,,
29193,,9251801/9251803,"Ns Ocana, Incorporated",,Ramona Building,144,Timog,Ave,,QC,Metro Manila,,
29195,,8012889/4783615,Ns United Marine Philippines Inc.,,New Solid Building,357,Sen Gil Puyat,Ave,Bel-Air Village,,Metro Manila,,
29197,,8900267/8012893,Ns United Marine Philippines Inc.,,,,,,,Or Call:,,,
29199,,7153347,Nso Agriculture and Fisheries,,SOLICAREL BUILDING 1,,Pres R Magsaysay,Bvd,,,Metro Manila,,
29200,,5225941,Nt Management,,,514,Gen M Malvar,St,,Manila City,Metro Manila,,
29201,,8933386,Ntp Design Portal + Associate Co.,,Corporate Center Condominium,139,Valero,St,Salcedo Village,Makati City,Metro Manila,,
29202,,6874118,Ntpi International Inc,,Pioneer Highland West Tower,,Madison,St,,Mandaluyong City,Metro Manila,,
