Areacode,Phone,name1,name2,SAM_BLDNAME,SAM_STNMFR,SAM_STNAME,SAM_STSUBT,sam_estate,City,Province,Product,class_code
2,4411091,1 Document Corporation,,Lra Building,,East,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,6963927,100x Corp.,,Strata 2000,,F Ortigas Jr,Rd,Ortigas Center,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,8626795,1174 Internet Cafe,,Cva Building,,National,Rd,,Munt,Metro Manila,MLABUS2016_MLABUSWP,
2,6327683,123 Pioneer Studios,,,123,Pioneer,St,,Mand,Metro Manila,MLABUS2016_MLABUSWP,
2,7117345/7117343,128 Dream Fountain Corporation,,,7,Agno,St,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,7066106,128 Tech Consulting Inc,,Aic Burgundy Empire Tower,,Adb,Ave,Ortigas Center,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,7142286/7141849,168 Transport Corporation,,Le Mirage,2126,A Mabini,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,8560279/8560210,18 2 Property Holdings Inc,,Net Square,,28th,St,Bonifacio Global City,Taguig City,Metro Manila,MLABUS2016_MLABUSWP,
2,8699284,18 Folds Ph Corporation,,Karrivin Plaza Building B,2316,Chino Roces,Ave,Kayamanan C,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8933924/8933923,1cci:security Brokers Corporation,,Pcci Corporate Center,118,L P Leviste,St,Salcedo Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8933922,1cci:security Brokers Corporation,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8112292/8934341,1cci:security Brokers Corporation,,Tower One and Exchange Plaza,6767,Ayala,Ave,Salcedo Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8402150/8401953,1cci:security Brokers Corporation,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,6891234/6891000,"1isa, Inc.",,Strata 100,,F Ortigas Jr,Rd,Ortigas Center,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,8014350,1st Edgecom Cellular Phones Accessories Center,,Sm South Mall,,Alabang-Zapote,Rd,,Las Pinas City,Metro Manila,MLABUS2016_MLABUSWP,
2,3614262,1st Force Gaming & Internet Cafe,,,28,L Bustamante,St,,Caloocan City,Metro Manila,MLABUS2016_MLABUSWP,
2,6381981/6381982,1st Northern Int'l Placement Inc,,Cityland Pioneer Condominium,,Pioneer,St,,Mand,Metro Manila,MLABUS2016_MLABUSWP,
2,6381984,1st Northern Int'l Placement Inc,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,6320626,2 Log Holdings Incorporated,,Robinsons Equitable Tower,,Adb,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,6313911/6387716,211 Promoworks Marketing Inc,,Bldg A,123,Pioneer,St,,Mand,Metro Manila,MLABUS2016_MLABUSWP,
2,6387429,211 Promoworks Marketing Inc,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8326294,212 Degrees Event Management Inc,,Cityland Condominium 3,105,V a Rufino,St,Legaspi Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,2940507/2940155,"24k Accounts Consultant, Inc.",,Fass Building,11,Pittsburgh,St,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,2940471/2942266,"24k Accounts Consultant, Inc.",,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,2943383,"24k Accounts Consultant, Inc.",,,,,,,,,MLABUS2016_MLABUSWP,
2,9423168,24k Pheonix Empire Gasoline Station,,,817,J P Rizal,St,Marikina Greenheights Subd,Mkna,Metro Manila,MLABUS2016_MLABUSWP,
2,8065043,"2go Express, Inc.",,Sm South Mall,,Alabang-Zapote,Rd,,Las Pinas City,Metro Manila,MLABUS2016_MLABUSWP,
2,7160784,"2go Express, Inc.",,Sm City Sta Mesa Annex Bldg,6,Aurora,Bvd,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,8540857/8541896,"2go Express, Inc.",,Asia Industries Building,124,Domestic,Rd,,PC,Metro Manila,MLABUS2016_MLABUSWP,
2,5254442,"2go Express, Inc.",,Times Plaza Building,,United Nations,Ave,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,8329916/8540854,"2go Express, Inc.",,Sycamore Arcade Building 1,,Buencamino,St,,Munt,Metro Manila,MLABUS2016_MLABUSWP,
2,8540722/8540859,"2go Express, Inc.",,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,5254169/8514078,"2go Express, Inc.",,,,,,,,,MLABUS2016_MLABUSWP,
2,8540723,"2go Express, Inc.",,,,,,,,,MLABUS2016_MLABUSWP,
2,6341737/8540855,"2go Express, Inc.",,Sm Megamall B,,Edsa,Ave,,Mand,Metro Manila,MLABUS2016_MLABUSWP,
2,5169167,"2go Group, Inc.",,,,Marcos,Rd,North Harbor,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,4000612,"2go Group, Inc.",,Times Plaza Building,,Taft,Ave,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,8900484,2link Corporation,,,2733,Zenaida,St,,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,5514820/5514847,2m Technologies & Equipment Supplies Inc,,Diplomat Condominium,,Russel,Ave,,PC,Metro Manila,MLABUS2016_MLABUSWP,
2,5515770,2m Technologies & Equipment Supplies Inc,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,9281009,317 K Properties,,Oracle Bldg,317,Katipunan,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,8003845,318 Interiors and Furnishings Incorporated,,,318,Alabang-Zapote,Rd,,Las Pinas City,Metro Manila,MLABUS2016_MLABUSWP,
2,6380333,333 Foods Inc.,,Annapolis Tower,43,Annapolis,St,,San Juan City,Metro Manila,MLABUS2016_MLABUSWP,
2,8465069,360Training.com Inc.,,Net Square,,28th,St,Bonifacio Global City,Taguig City,Metro Manila,MLABUS2016_MLABUSWP,
2,6310087/6310088,3a System MacHinery (Phil) Corp,,,2,Sta Rosa,St,,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,8129584/8128518,3da Inbuild Inc.,,Salustiana D Ty Tower,104,Paseo de Roxas,Ave,Legaspi Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,6560664,3i Intelligent Infrastructure Inc,,Cristobal Place,1,Cristobal,St,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,7060892/7060894,"3i International Security Services, Inc",,Philippine Stock Exch We Twr,,Exchange,Rd,Ortigas Center,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,8019613,3m Philippines Incorporated,,,1292,Gladiola,St,Dasmarinas Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,6561718,4 Hermanas International Marketing Corporation,,Estancia Mall,,Shaw,Bvd,Capitol Commons,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,6542599,4 Hermanas International Marketing Corporation,,One Shangri-La Place,,Shaw,Bvd,,Mand,Metro Manila,MLABUS2016_MLABUSWP,
2,6381434/6381433,4 Life Bv Center Philippi Nes Corporation,,Smppi Corporate Center,,St Francis,St,,Mand,Metro Manila,MLABUS2016_MLABUSWP,
2,2930065,4hg Multipurpose Cooperative,,,235,Gen D Mc Arthur,Hwy,,Valenzuela City,Metro Manila,MLABUS2016_MLABUSWP,
2,8346508/8334971,4th Dimension Multipurpose Cooperative,,Antel 2000 Corporate Center,121,Valero,St,Salcedo Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8937739/8937883,5 Systems Logistics Int'l Inc,,Cityland Pasong Tamo Tower,2210,Chino Roces,Ave,Kayamanan A,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8875755,5corners Systems Inc,,Pearl Bank Center,146,Valero,St,Salcedo Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,5518760,"5Uniglobe Travelware Co., Inc.",,Glorietta 3,,North,Drv,Ayala Center,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,7266619,608 Motorists Service Center Corp.,,Total Service Station,,Ortigas,Ave,,San Juan City,Metro Manila,MLABUS2016_MLABUSWP,
2,3679815,618 Diesel Parts Supply,,,80,Rizal Extension,Ave,,Caloocan City,Metro Manila,MLABUS2016_MLABUSWP,
2,8567863/8567862,"624 Property Holdings Inc.,",,Net Quad Center,,4th,Ave,Fort Bonifacio Global City,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8567861,"624 Property Holdings Inc.,",,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8875941,6f Aesthetics & Antiageing Center,,Medical Plaza Makati,,Amorsolo,St,Legaspi Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,6378080/6378101,8101 Pearl Plaza,,8101 Pearl Plaza,,Pearl,Drv,Ortigas Center,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,6874539,8101 Pearl Plaza,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,7061436,88 Amusement & Entertainment Corporation,,Metrowalk Plaza,,Meralco,Ave,Metrowalk Plaza Comm'l Ctr,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,3746253,88 Electronics Supply,,N Dela Merced Building,,West,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,6506089,88 North East Ventures Corp.,,Connecticut Arcade,,Connecticut,St,Greenhills Shopping Center,San Juan City,Metro Manila,MLABUS2016_MLABUSWP,
2,8337901,8990 Housing Development Corporation,,,8990,East Service,Rd,,Munt,Metro Manila,MLABUS2016_MLABUSWP,
2,8842492,911 Alarm Inc,,Dpc Place,2322,Chino Roces,Ave,Kayamanan C,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,9281475,911 Language Inc,,Kalayaan Plaza Mall,89,Kalayaan,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,8911009/8911008,A & a Securities Inc,,Security Bank Centre,6776,Ayala,Ave,Legaspi Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8911010,A & a Securities Inc,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8870059,A & N Holdings Corporation,,A&n Building,9694,Kamagong,St,San Antonio Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,9315715,A a Alarilla Construction Incorporated,,Verde Oro Building,535,Commonwealth,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,6386832,A Brown Company Inc,,Philippine Stock Exch We Twr,,Exchange,Rd,Ortigas Center,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,8177842,A Child Can Foundation Co Ramon O. Cojuangco,,Dpc Place,2322,Chino Roces,Ave,Kayamanan C,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8150721/8150725,A Cj O Shopping Corporation,,Avecshares Center,,University Park,St,Fort Bonifacio Global City,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8150719/8150723,A Cj O Shopping Corporation,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8080577,A Cj O Shopping Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,6453496,A Cruz Market Place,,,211,E Dela Paz,St,,Mkna,Metro Manila,MLABUS2016_MLABUSWP,
2,5366508,A J & J Cargo Movers,,,2942,Lorenzo Dela Paz,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,7227035/7227616,A J Mark Landholdings Devt Corporation,,Annapolis Wilshire Plaza,11,Annapolis,St,,San Juan City,Metro Manila,MLABUS2016_MLABUSWP,
2,8517465/8517778,A Ju Global Transport Corporation,,,1016,Sunrise,St,Concorde Village,Paranaque City,Metro Manila,MLABUS2016_MLABUSWP,
2,8517777,A Ju Global Transport Corporation,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8821258,A L Yabut Management and Development Corporation,,Jacinta 2 Building,,Edsa,Ave,,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,2420173,A M Oreta Jr and Company Incorporated,,World Trade Exchange Building,215,Juan Luna,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,7721664/7721662,A Plus International School Inc.,,Festival Supermall,,Corporate,Ave,Filinvest Corporate City,Munt,Metro Manila,MLABUS2016_MLABUSWP,
2,7721663/7721661,A Plus International School Inc.,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8159979/8163060,A R M Resources Inc,,Marvin Plaza,2153,Chino Roces,Ave,,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8159752,A R M Resources Inc,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8940670,A S C Holding Corporation,,Liberty Building,835,A S Arnaiz,Ave,Legaspi Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,2776595/2776583,A S Signs Inc,,,33,Maysan,Rd,,Valenzuela City,Metro Manila,MLABUS2016_MLABUSWP,
2,7343701,A Salonga Music Sports & General Merchandise,,,678,G Puyat,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,8333855/8520299,A Soriano Aviation Incorporated,,Soriano Aviation Hangar,,Andrew,Ave,,PC,Metro Manila,MLABUS2016_MLABUSWP,
2,8520948/8543593,A Soriano Aviation Incorporated,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8520508,A Soriano Aviation Incorporated,,,,Domestic,Rd,,PC,Metro Manila,MLABUS2016_MLABUSWP,
2,8190262/8116044,A Soriano Corporation,,Pacific Star Building,,Makati,Ave,Salcedo Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8190257/8190254,A Soriano Corporation,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8190260,A Soriano Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,8190256/8190252,A Soriano Corporation,,,,Taruc,St,Oreta Subdivision,Valenzuela City,Metro Manila,MLABUS2016_MLABUSWP,
2,8190253/8190263,A Soriano Corporation,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8190251/8190264,A Soriano Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,8190266/8190259,A Soriano Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,8190261/8190265,A Soriano Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,8190258/8190270,A Soriano Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,8190269/8116045,A Soriano Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,6352387/8190267,A Soriano Corporation,,Quad Alpha Centrum,125,Pioneer,St,,Mand,Metro Manila,MLABUS2016_MLABUSWP,
2,8190255/8190268,A Soriano Corporation,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,6349130/6353617,A&b Expedio Integrated Mktg Communications Inc,,Idc Building,,E Rodriguez Jr,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,6359907,A&b Expedio Integrated Mktg Communications Inc,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8486241,A. A. Amador Associates,,Tower One and Exchange Plaza,6767,Ayala,Ave,Salcedo Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,2750110,A. Tung Chingco Manufacturing Corporation,,,19,Golden,Rd,Caloocan Industrial Subd,Caloocan City,Metro Manila,MLABUS2016_MLABUSWP,
2,8896024,"A.b. Kalalo & Associates Management Consultants, Inc",,88 Corporate Center,141,Sedeno,St,Salcedo Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,7147945,"A.b.u. Talent Management, Inc.",,Midland Plaza Hotel,,M Adriatico,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,8934726,A.c. Steel Industries Inc.,,South Star Plaza,,Pres S Osmena Sr,Hwy,,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8672817/8934727,A.c. Steel Industries Inc.,,Legaspi Towers 200,,Paseo de Roxas,Ave,Legaspi Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8934732/8934730,A.c. Steel Industries Inc.,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8934725,A.c. Steel Industries Inc.,,,,,,,,,MLABUS2016_MLABUSWP,
2,2777479,"A1 Driving Company, Inc.",,,164,Rosal,St,Pingkian Village 3,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,3747605,A1 Financial Services Inc,,Rizalina Building 2,1675,Quezon,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,8758423,A1 Global Logistics Services,,,8414,Dr a Santos,Ave,,Paranaque City,Metro Manila,MLABUS2016_MLABUSWP,
2,6959359,A1foodconcepts Inc.,,The Portal,,Madison,St,Greenfield District,Mand,Metro Manila,MLABUS2016_MLABUSWP,
2,9314607,Aa Alarilla Construction Company Incorporated,,Verde Oro Building,535,Commonwealth,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,7277822/7268715,Aaa Pharma Inc,,,105,Maryland,St,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,4429930/4429932,Aac Plastic,,,810,Pinagbayanan,St,,Valenzuela City,Metro Manila,MLABUS2016_MLABUSWP,
2,5566800,Aai Worldwide Logistics Inc.,,,,West Service,Rd,,Munt,Metro Manila,MLABUS2016_MLABUSWP,
2,7761043/8219823,Aai Worldwide Logistics Inc.,,,,Kaingin,Rd,Multinational Village,Paranaque City,Metro Manila,MLABUS2016_MLABUSWP,
2,8222529/8222527,Aai Worldwide Logistics Inc.,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8222526/4780605,Aai Worldwide Logistics Inc.,,,,,,,,,MLABUS2016_MLABUSWP,
2,5533388/8433663,Aai Worldwide Logistics Inc.,,,,,,,,,MLABUS2016_MLABUSWP,
2,4780534/8231367,Aai Worldwide Logistics Inc.,,,,,,,,,MLABUS2016_MLABUSWP,
2,8222489/8232459,Aai Worldwide Logistics Inc.,,,,,,,,,MLABUS2016_MLABUSWP,
2,5562023/7761046,Aai Worldwide Logistics Inc.,,,,,,,,,MLABUS2016_MLABUSWP,
2,5536552/5566300,Aai Worldwide Logistics Inc.,,,,,,,,,MLABUS2016_MLABUSWP,
2,5536407,Aai Worldwide Logistics Inc.,,,,,,,,,MLABUS2016_MLABUSWP,
2,2431341,Aava Crew Managers(phils),,Leyba Building,381,Dasmarinas,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,8317954,Ab Capital & Investment Corporation,,Tower One and Exchange Plaza,6767,Ayala,Ave,Salcedo Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,4039004/4039722,"Ab Capital Securities, Inc.",,Metro Gaisano Mall,,Alabang-Zapote,Rd,,Munt,Metro Manila,MLABUS2016_MLABUSWP,
2,7051317/7051757,"Ab Capital Securities, Inc.",,Alcco Building,101,Ortigas,Ave,,San Juan City,Metro Manila,MLABUS2016_MLABUSWP,
2,4411842/4411844,Ab Leisure Exponent Inc,,Sm City North Annex,,Edsa,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,6673069/6673070,"Ab Leisure Global, Inc.",,Philippine Stock Exch We Twr,,Exchange,Rd,Ortigas Center,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,2773537,AB Leisure Exponent Inc.,,Romero Commercial Bldg,1337,Edsa,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,5515600,AB Leisure Exponent Inc.,,Merville Arcade,,West Service,Rd,,Paranaque City,Metro Manila,MLABUS2016_MLABUSWP,
2,5705600,AB Leisure Exponent Inc.,,Graceland Plaza,,J P Rizal,St,,Mkna,Metro Manila,MLABUS2016_MLABUSWP,
2,8349141,AB Leisure Exponent Inc.,,Metropoint Taft-Edsa,,Taft,Ave,,PC,Metro Manila,MLABUS2016_MLABUSWP,
2,3544018/8357601,AB Leisure Exponent Inc.,,Harrison Plaza Building,,M Adriatico,St,Harrison Plaza Compound,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,9422132,AB Leisure Exponent Inc.,,Web Jet Acropolis Building,8120,E Rodriguez Jr,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,2552739,AB Leisure Exponent Inc.,,,1253,J Bocobo,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,7428620,AB Leisure Exponent Inc.,,Broben Theatre,,C M Recto,Ave,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,6568058,AB Leisure Exponent Inc.,,Greenhills Town Center,2,Granada,St,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,9419147,AB Leisure Exponent Inc.,,Harmonic 7,,F Blumentritt,St,,San Juan City,Metro Manila,MLABUS2016_MLABUSWP,
45,6282728,AB Leisure Exponent Inc.,,Benry Square Building,,Mc Arthur,Hwy,,Tarlac City,Tarlac,PMPTLC2016_TARLACWP,
2,5719283,AB Leisure Exponent Inc.,,Silver City Auto Mall,,Frontera,Drv,Tiendesitas D Frontera Verde,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,4034215,AB Leisure Exponent Inc.,,Elorde Sports Center,,Dr a Santos,Ave,,Paranaque City,Metro Manila,MLABUS2016_MLABUSWP,
2,5562397,AB Leisure Exponent Inc.,,Madison Square,32,Alabang-Zapote,Rd,,Las Pinas City,Metro Manila,MLABUS2016_MLABUSWP,
2,5502296/6341526,AB Leisure Exponent Inc.,,Festival Supermall,,Corporate,Ave,Filinvest Corporate City,Munt,Metro Manila,MLABUS2016_MLABUSWP,
2,3742214,AB Leisure Exponent Inc.,,Congressional Town Center,23,Congressional,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,5321808,AB Leisure Exponent Inc.,,Quadrillion Mansion,151,N Domingo,St,,San Juan City,Metro Manila,MLABUS2016_MLABUSWP,
2,6505641/8665523,AB Leisure Exponent Inc.,,Philippine Stock Exch We Twr,,Exchange,Rd,Ortigas Center,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,6321620,AB Leisure Exponent Inc.,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,7210652/7423873,AB Leisure Exponent Inc.,,,,E Rodriguez Sr,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
45,6282719,AB Leisure Exponent Inc.,,,,Or Call,,,,,PMPTLC2016_TARLACWP,
2,8863902,Ab's Line Enterprises,,,1401,P Ocampo Sr,St,,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8163925/8160544,Ababa Corporation,,Uprc 1 Building,2230,Chino Roces,Ave,Kayamanan A,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,5218726,Abacast Shipping and Management Agency,,Enriqueta Building,1677,A Mabini,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,5256304/5256324,Abacast Travel Incorporated,,Enriqueta Building,1675,A Mabini,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,5252541,Abacast Travel Incorporated,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8503581,Abacus Book & Card Corp,,Festival Supermall,,Corporate,Ave,Filinvest Corporate City,Munt,Metro Manila,MLABUS2016_MLABUSWP,
2,9267024/8503576,Abacus Book & Card Corp,,,297,Katipunan,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,8503579/8503577,Abacus Book & Card Corp,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8250139/8297712,Abacus Book & Card Corp,,Nbs Sm Super Center,,New Sucat,Rd,,Paranaque City,Metro Manila,MLABUS2016_MLABUSWP,
2,8503578/8297418,Abacus Book & Card Corp,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8503580,Abacus Book & Card Corp,,,,,,,,,MLABUS2016_MLABUSWP,
2,4267249/4267242,Abacus Book & Card Corp.,,,12,Congressional,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,9212956/4267244,Abacus Book & Card Corp.,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,4267247/4267248,Abacus Book & Card Corp.,,,,,,,,,MLABUS2016_MLABUSWP,
2,4267240,Abacus Book & Card Corp.,,,,,,,,,MLABUS2016_MLABUSWP,
2,6874753/6876092,Abacus Book & Card Corporation,,Cyberone Building,,Eastwood,Ave,Eastwood City,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,6870609/6876148,Abacus Book & Card Corporation,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,6876610,Abacus Book & Card Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,8062343/8052723,Abacus Book and Card Corp.,,Sm South Mall,,Alabang-Zapote,Rd,,Las Pinas City,Metro Manila,MLABUS2016_MLABUSWP,
2,6403479/6401698,Abacus Book and Card Corporation,,Danny Floro Building,,C Raymundo,Ave,,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,9201067/6403107,Abacus Book and Card Corporation,,University Center,279,Katipunan,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,6400902/6419942,Abacus Book and Card Corporation,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,9201069/6401412,Abacus Book and Card Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,9201068,Abacus Book and Card Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,8118362/8483874,Abacus Distribution Systems Philippines Incorporated,,Trafalgar Plaza,105,H v Dela Costa,St,Salcedo Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,6346241,Abacus Securities Corporation,,Philippine Stock Exch Ea Twr,,Exchange,Rd,Ortigas Center,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,2444110/2424317,Abacus Securities Corporation,,Federal Tower,,Dasmarinas,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,2424312/6363044,Abacus Securities Corporation,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,6332022,Abacus Securities Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,2571979,Abacus Securities Inc.,,Federal Tower,,Dasmarinas,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,5562744,Abakkus Medical Diagnostic Services,,,4444,Calatagan,St,,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,6360752/6360753,Abano Pamfilo Paras Pineda & Agustin Law Office,,Philippine Stock Exch Ea Twr,,Exchange,Rd,Ortigas Center,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,6360755/6360754,Abano Pamfilo Paras Pineda & Agustin Law Office,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,6360756,Abano Pamfilo Paras Pineda & Agustin Law Office,,,,,,,,,MLABUS2016_MLABUSWP,
2,8217771/8244587,"Abb, Inc.",,,,West Service,Rd,,Paranaque City,Metro Manila,MLABUS2016_MLABUSWP,
2,8244588/8244586,"Abb, Inc.",,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8217772/8244585,"Abb, Inc.",,,,,,,,,MLABUS2016_MLABUSWP,
2,8244589/8238714,"Abb, Inc.",,,,,,,,,MLABUS2016_MLABUSWP,
2,8217773/8244581,"Abb, Inc.",,,,,,,,,MLABUS2016_MLABUSWP,
2,8238715/8238716,"Abb, Inc.",,,,,,,,,MLABUS2016_MLABUSWP,
2,8217779/8217781,"ABB, Inc.",,,,West Service,Rd,,Paranaque City,Metro Manila,MLABUS2016_MLABUSWP,
2,8217775/8217784,"ABB, Inc.",,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8217776/8217777,"ABB, Inc.",,,,,,,,,MLABUS2016_MLABUSWP,
2,8217780/8217785,"ABB, Inc.",,,,,,,,,MLABUS2016_MLABUSWP,
2,8217778/8217783,"ABB, Inc.",,,,,,,,,MLABUS2016_MLABUSWP,
2,8265282/8296292,Abba Motors Inc.,,,8406,Dr a Santos,Ave,,Munt,Metro Manila,MLABUS2016_MLABUSWP,
2,8290434/8296690,Abba Motors Inc.,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8296293/8268130,Abba Motors Inc.,,,,,,,,,MLABUS2016_MLABUSWP,
