Areacode,Phone,name1,name2,SAM_BLDNAME,SAM_STNMFR,SAM_STNAME,SAM_STSUBT,sam_estate,City,Province,Product,class_code
2,8896567,United Nations Childrens Fundunicef,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,3668168,United Nations Development Program,,Pssc Building,,Commonwealth,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,8442514/3668170,United Nations Development Program,,Rcbc Plaza Yuchengco Tower 1,6819,Ayala,Ave,Salcedo Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8436149,United Nations Development Program Unfsco,,Rcbc Plaza Yuchengco Tower 1,6819,Ayala,Ave,Salcedo Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,4038471,United Nations High Commissioner for Refugees,,Gc Corporate Plaza,150,Legazpi,St,Legaspi Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8335171,United Nations Offices Da,,Pnoc Building 1,,Meritt,Rd,Bonifacio Global City,Taguig City,Metro Manila,MLABUS2016_MLABUSWP,
2,8115920/8115041,United Overseas Bank,,Pacific Star Building,,Makati,Ave,Salcedo Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8361288/8115868,United Overseas Bank,,Opvi Centre,2295,Chino Roces,Ave,,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8115869/8115883,United Overseas Bank,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8115867/8115909,United Overseas Bank,,,,,,,,,MLABUS2016_MLABUSWP,
2,8115590/8115780,United Overseas Bank,,,,,,,,,MLABUS2016_MLABUSWP,
2,8115096/8115950,United Overseas Bank,,,,,,,,,MLABUS2016_MLABUSWP,
2,8115968/8115795,United Overseas Bank,,,,,,,,,MLABUS2016_MLABUSWP,
2,8115970/8115804,United Overseas Bank,,,,,,,,,MLABUS2016_MLABUSWP,
2,8945246,United Overseas Bank Philippine,,Pacific Star Building,,Makati,Ave,Salcedo Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8945247/8945248,United Overseas Bank Philippines,,Pacific Star Building,,Makati,Ave,Salcedo Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8921180/8921174,United Pacific Capital Corp,,Tower One and Exchange Plaza,6767,Ayala,Ave,Salcedo Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8921175,United Pacific Capital Corp,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,5232979/5237847,United Pacific Travel & Tours,,Osmena Building,1991,A Mabini,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,8533333/8533336,United Parcel Services,,Delbros Building,888,Del Bros,Ave,,Paranaque City,Metro Manila,MLABUS2016_MLABUSWP,
2,8533337,United Parcel Services,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,5246545/2540771,United Phil Lines Inc,,Plaza Santiago Building,,Sta Clara,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,2543723/5270887,United Phil Lines Inc,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,2545387/2569601,United Phil Lines Inc,,,,,,,,,MLABUS2016_MLABUSWP,
2,8129907,United Philippine Realty Cor,,Uprc Building 3,2289,Chino Roces,Ave,,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8167435,United Philippine Realty Corp,,Allied Bank Building,2233,Chino Roces,Ave,Kayamanan A,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8933278,United Philippine Realty Corporation,,South Star Plaza,,Pres S Osmena Sr,Hwy,,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8929112,United Philippine Realty Corporation,,Universal Family Center,2232,Chino Roces,Ave,Kayamanan A,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,5270853/5271615,United Philippines Lines Incorporated,,Upl Building,,Sta Clara,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,5277491/5279725,United Philippines Lines Incorporated,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,5271604/4040906,United Philippines Lines Incorporated,,,,,,,,,MLABUS2016_MLABUSWP,
2,5270850/5271582,United Philippines Lines Incorporated,,,,,,,,,MLABUS2016_MLABUSWP,
2,8129890,United Philippines Realty Corporation,,Uprc 3 Building,2289,Chino Roces,Ave,Kayamanan B,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8929018,United Philippines Realty Corporation,,South Star Plaza,,Pres S Osmena Sr,Hwy,,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,6614312/6614299,United Phils. Lines Inc.,,Antel Global Corporate Center,,Dna Julia Vargas,Ave,Ortigas Center,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,6614302,United Phils. Lines Inc.,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,5262638,United Placeman Philippines Incorporated,,,1139,San Andres,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,8954581/8907016,United South East Development Corp,,Bjs Building,1869,P Domingo,St,,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8902150/8959878,United South East Development Corp,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8359747/8359548,United States Embassy,,World Trade Center,,Roxas,Bvd,,PC,Metro Manila,MLABUS2016_MLABUSWP,
2,5671390/5673511,United Steel Technology International Corporation,,Yujuico Building,560,Q Paredes,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,5673503,United Steel Technology International Corporation,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,5712882/5712881,"United Stitches Groupe, Inc.",,,8,J C Cruz,St,,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,6317483/6317482,United Technologies Incorporated,,Hanston Building,,F Ortigas Jr,Rd,Ortigas Center,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,2342589,United Towers Philippines Inc.,,Atlanta Centre,31,Annapolis,St,,San Juan City,Metro Manila,MLABUS2016_MLABUSWP,
2,5229170,United Vinyl Corporation,,,70,Escoda,St,San Rafael Village,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,8084002/8151187,"Unitedhealth Group Global Services, Inc.",,Science Hub Tower 3,,Campus,Ave,McKinley Hill,Taguig City,Metro Manila,MLABUS2016_MLABUSWP,
2,8322342,"Unitedhealth Group Global Services, Inc.",,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,7143610,Unitedsummit Food Inc.,,Tutuban Center Mall 1,,C M Recto,Ave,Tutuban Center,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,8959000,Unitel Productions Incorporated,,,3318,Zapote,St,,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,6364612/6364613,Uniteller Filipino Inc,,Trade and Financial Tower,,7th,Ave,Bonifacio Global City,Taguig City,Metro Manila,MLABUS2016_MLABUSWP,
2,6364611,Uniteller Filipino Inc,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,5278591,Unitrans International Forwarders,,Mercantile Insurance Building,,Gen a Luna,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,5278589/5278587,Unitrans International Forwarders Inc,,Mercantile Insurance Building,,Gen a Luna,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,5278586,Unitrans International Forwarders Inc,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,2826499,Unity Fishing Devlopment Corporation,,,84,North Bay,Bvd,,Navotas City,Metro Manila,MLABUS2016_MLABUSWP,
2,7335911/7338248,Unity Marketing Corporation,,,950,Espeleta,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,7338246/7338245,Unity Marketing Corporation,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,7338244/7338241,Unity Marketing Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,7338242/7335909,Unity Marketing Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,7338243,Unity Marketing Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,5647931/7338247,Unity Marketing Corporation,,,1463,Sto Sepulcro,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,3513587,Unity Synthetic Corporation,,,102,Sanciangco,St,,Malabon City,Metro Manila,MLABUS2016_MLABUSWP,
2,7313142,Univ of Sto Tomas Hospital,,Ust Compound,,Espana,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,7128826/7313430,Univ of Sto Tomas Hospital,,Ust Hospital,,A H Lacson,Ave,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,7402017/7810278,Univ of Sto Tomas Hospital,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,7316547/7403178,Univ of Sto Tomas Hospital,,,,,,,,,MLABUS2016_MLABUSWP,
2,7499733/7313434,Univ of Sto Tomas Hospital,,,,,,,,,MLABUS2016_MLABUSWP,
2,7499725/7313140,Univ of Sto Tomas Hospital,,,,,,,,,MLABUS2016_MLABUSWP,
2,7320041/7312996,Univ of Sto Tomas Hospital,,,,,,,,,MLABUS2016_MLABUSWP,
2,7499746/7499784,Univ of Sto Tomas Hospital,,,,,,,,,MLABUS2016_MLABUSWP,
2,7499738,Univ of Sto Tomas Hospital,,,,,,,,,MLABUS2016_MLABUSWP,
2,6673352,Univar Singapore Pte. Ltd.,,,9,San Bernardo,St,Sumulong Compound,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,8902409/8967406,Universal Adjustersappraisers Co Inc,,Karmela Building,2590,Manchas,St,,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,9117368,Universal Aquarius Inc,,,158,P Tuazon,Bvd,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,8330746,"Universal Aviation Logistics Enterprises, Inc.",,Philcox Hangar,,Domestic,Rd,General Aviation Area,PC,Metro Manila,MLABUS2016_MLABUSWP,
2,8340763,Universal Commercial,,,341,Taylo,St,,PC,Metro Manila,MLABUS2016_MLABUSWP,
2,6283168,Universal Driving School,,,16,M Concepcion,St,Austria Compound,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,5711564/5711544,Universal Glass Company Inc,,,,E Rodriguez Jr,Ave,,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,6361306,Universal Glass Company Incorporated,,,15,United,St,,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,3533132/6359368,Universal Glass Company Incorporated,,Banawe Fortune Center,218,Banawe,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,7110597,Universal Glass Company Incorporated,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,2943691,Universal Glass Company Incorporated,,,92,Gen D Mc Arthur,Hwy,,Valenzuela City,Metro Manila,MLABUS2016_MLABUSWP,
2,8190097/8403756,Universal Holidays Incorporated,,Dusit Hotel Nikko Manila Grdn,,Theater,Drv,Ayala Center,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8860516/8404956,Universal Joint Network Tech,,Equitable Bank Tower,8751,Paseo de Roxas,Ave,Salcedo Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8860507/8860506,Universal Joint Network Tech,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8860504/8860514,Universal Joint Network Tech,,,,,,,,,MLABUS2016_MLABUSWP,
2,8860509/8860502,Universal Joint Network Tech,,,,,,,,,MLABUS2016_MLABUSWP,
2,8860503/8860511,Universal Joint Network Tech,,,,,,,,,MLABUS2016_MLABUSWP,
2,8860512/8860513,Universal Joint Network Tech,,,,,,,,,MLABUS2016_MLABUSWP,
2,8860515/8860508,Universal Joint Network Tech,,,,,,,,,MLABUS2016_MLABUSWP,
2,8860510,Universal Joint Network Tech,,,,,,,,,MLABUS2016_MLABUSWP,
2,8931312,Universal Motors Corp,,Allied Bank Building,2233,Chino Roces,Ave,Kayamanan A,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8404702/8100152,Universal Motors Corporation,,Universal Family Center,2232,Chino Roces,Ave,Kayamanan A,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8926217/8105534,Universal Motors Corporation,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8100151/8105518,Universal Motors Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,8939222/8193555,Universal Motors Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,8191129/8184598,Universal Motors Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,8105538/8100155,Universal Motors Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,8100154,Universal Motors Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,5319123/8193768,Universal Motors Corporation,,,365,F Blumentritt,St,,Mand,Metro Manila,MLABUS2016_MLABUSWP,
2,8127536/8944469,Universal Motors Corporation,,,,Conversion,St,,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8105552/8928420,Universal Motors Corporation,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8191134/8929105,Universal Motors Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,8925630/8928419,Universal Motors Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,8191132,Universal Motors Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,5260501,Universal Realty Corporation,,Ledesma Building,,Real,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,3722644/3739091,Universal Records,,,1487,Quezon,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,7341090/7336459,Universal Reliance Incorporated,,Le Marben Condominium,676,F Torres,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,7341093/7341095,Universal Reliance Incorporated,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,7341094/7341088,Universal Reliance Incorporated,,,,,,,,,MLABUS2016_MLABUSWP,
2,7336458,Universal Reliance Incorporated,,,,,,,,,MLABUS2016_MLABUSWP,
2,6673679,Universal Rightfield Prop Ho,,Pioneer Highland West Tower,,Madison,St,,Mand,Metro Manila,MLABUS2016_MLABUSWP,
2,6710576,Universal Robina Corp,,,13,E Rodriguez Jr,Ave,,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,6710852/6718264,Universal Robina Corp.,,,13,E Rodriguez Jr,Ave,,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,6710210/6710069,Universal Robina Corp.,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,6718251/6718252,Universal Robina Corp.,,,,,,,,,MLABUS2016_MLABUSWP,
2,6718255/6718249,Universal Robina Corp.,,,,,,,,,MLABUS2016_MLABUSWP,
2,6710068/6712935,Universal Robina Corp.,,,,,,,,,MLABUS2016_MLABUSWP,
2,6710169,Universal Robina Corp.,,,,,,,,,MLABUS2016_MLABUSWP,
2,2498840/2498821,Universal Robina Corporation,,Urc Building,13,E Rodriguez Jr,Ave,,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,3952782,Universal Robina Corporation,,,16,Santiago,St,Ucp Compound,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,3952032/2498837,Universal Robina Corporation,,Galleria Corporate Center,,Adb,Ave,Ortigas Center,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,2498855/2498838,Universal Robina Corporation,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,3951172/2498839,Universal Robina Corporation,,,,A Rodriguez,Ave,Litton Mills Compound,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,3951167/3951147,Universal Robina Corporation,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,2498836/3951165,Universal Robina Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,2498842,Universal Robina Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,3955113/3955112,Universal Robina Corporation,,,12,Industria,St,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,3955107/3955106,Universal Robina Corporation,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,3952785/2498827,Universal Robina Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,6716467/6716447,Universal Robina Corporation,,,8,Avis Sr,St,,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,2498830/3952784,Universal Robina Corporation,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,6350655/2498844,Universal Robina Corporation,,Jack Built,60,Calle Industria,St,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,2498831/6714304,Universal Robina Corporation,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,3952783/2498826,Universal Robina Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,2498825/3952033,Universal Robina Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,2498835/2498828,Universal Robina Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,3952755/2498818,Universal Robina Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,2498815/2498808,Universal Robina Corporation,,,13,E Rodriguez,Ave,,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,2498807/2498812,Universal Robina Corporation,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,2498849/2498848,Universal Robina Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,2498811/2498852,Universal Robina Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,2498817/3952034,Universal Robina Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,2498847/2498846,Universal Robina Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,2498813/2498853,Universal Robina Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,2498859/3952775,Universal Robina Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,2498834/2498858,Universal Robina Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,2498856/2498851,Universal Robina Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,2498806/2498833,Universal Robina Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,2498845/2498854,Universal Robina Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,2498814/2498809,Universal Robina Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,2498810/2498857,Universal Robina Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,6718246/2498816,Universal Robina Corporation,,,,,,,,,MLABUS2016_MLABUSWP,
2,6721457,Universal Robina Corppration,,Cfc Administration Building,13,E Rodriguez Jr,Ave,,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,8318470/8336870,Universal Staffing Services Inc,,,5477,Boyle,St,,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8320429/8336871,Universal Staffing Services Inc,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,8336869/8336880,Universal Staffing Services Inc,,,,,,,,,MLABUS2016_MLABUSWP,
2,3624575,Universal Steel Smelting Co Inc,,,28,Quirino,Hwy,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,3637081/3637082,Universal Steel Smelting Company Incorporated,,,28,Quirino,Hwy,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,3611247/3610919,Universal Steel Smelting Company Incorporated,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,3641911/3670436,Universal Steel Smelting Company Incorporated,,Universal Steel Compound,28,Quirino,Hwy,,Caloocan City,Metro Manila,MLABUS2016_MLABUSWP,
2,3632651,Universal Steel Smelting Company Incorporated,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,6433048,Universal Store Front Services Coporation,,,1,Urbano Velasco,Ave,,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,6426025,Universal Store Front Services Corporation,,Lianas Supermarket,,Caruncho,Ave,,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,5590743,Universal Storefront Services Corp,,Robinsons Place Otis,,P M Guazon,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,5365746/5590674,Universal Storefront Services Corp,,Harrison Plaza Building,,M Adriatico,St,Harrison Plaza Compound,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,5365749,Universal Storefront Services Corp,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,3647225,Universal Storefront Services Corp,,Grunao Bldg,109,Benin,St,,Caloocan City,Metro Manila,MLABUS2016_MLABUSWP,
2,2889765,Universal Storefront Services Corp,,,192,A Mabini,St,,Caloocan City,Metro Manila,MLABUS2016_MLABUSWP,
2,9297644/9297716,Universal Storefront Services Corp,,Circle C Center,,Congressional,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,2851933,Universal Storefront Services Corp,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,3661916,Universal Storefront Services Corporation,,Equitable Pci Bank Building,1619,Rizal Extension,Ave,,Caloocan City,Metro Manila,MLABUS2016_MLABUSWP,
2,6401338,Universal Storefront Services Corporation,,,4,Col Flores,St,,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,8334371,Universal Storefront Services Corporation,,,2827,Taft,Ave,,PC,Metro Manila,MLABUS2016_MLABUSWP,
2,6549725,Universal Storefront Services Corporation,,Shaw Center Mall,360,Shaw,Bvd,,Mand,Metro Manila,MLABUS2016_MLABUSWP,
2,8320158,Universal Storefront Services Corporation,,,,Conversion,St,,PC,Metro Manila,MLABUS2016_MLABUSWP,
2,5677936,Universal Storefront Services Corporation,,Harrison Plaza Building,,M Adriatico,St,Harrison Plaza Compound,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,3550683,Universal Storefront Services Corporation,,Anonas Lrt City Center,970,Aurora,Bvd,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,9622838,Universal Storefront Services Corporation,,,43,M H Del Pilar,St,,Valenzuela City,Metro Manila,MLABUS2016_MLABUSWP,
2,6565265,Universal Storefront Services Corporation,,,9,M Concepcion,St,Austria Compound,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,9412771,Universal Storefront Services Corporation,,,861,J P Rizal,St,,Mkna,Metro Manila,MLABUS2016_MLABUSWP,
2,9111265,Universal Storefront Services Corporation,,Rcpi Building,,Edsa,Ave,Araneta Commercial Center,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,5567126,Universal Storefront Services Corporation,,Starmall,,C v Starr,Ave,,Las Pinas City,Metro Manila,MLABUS2016_MLABUSWP,
2,8237709,Universal Storefront Services Corporation,,,63,Katihan,St,,Munt,Metro Manila,MLABUS2016_MLABUSWP,
2,3320216,Universal Storefront Services Corporation,,Robinsons Town Mall,5,Gov Pascual,Ave,,Malabon City,Metro Manila,MLABUS2016_MLABUSWP,
82,2371156,Universal Storefront Services Corporation,,Gaisano Mall,,Quirino,Ave,,Digos City,Dav del Sur,DAVAO2016_DAVAODSWP,
2,5215990,Universal Storefront Services Corporation,,Good Earth Building,447,Rizal,Ave,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,5845231,Universal Storefront Services Corporation,,,169,Dr Sixto Antonio,Ave,,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,8230459,Universal Storefront Services Corporation,,,393,Pres M L Quezon,St,,Taguig City,Metro Manila,MLABUS2016_MLABUSWP,
2,3721018,Universal Storefront Services Corporation,,Robinsons Place,,Quirino,Hwy,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,4772017,Universal Storefront Services Corporation,,Riverbank Mall,84,A Bonifacio,Ave,,Mkna,Metro Manila,MLABUS2016_MLABUSWP,
2,8094280,Universal Storefront Services Corporation,,,,West Service,Rd,Sunblest Compound,Munt,Metro Manila,MLABUS2016_MLABUSWP,
2,7226464,Universal Storefront Services Corporation,,,61,G B Santos,St,,San Juan City,Metro Manila,MLABUS2016_MLABUSWP,
2,6313919,Universal Storefront Services Corporation,,,24,A Mabini,St,,Psg,Metro Manila,MLABUS2016_MLABUSWP,
2,5565265,Universal Storefront Services Corporation,,Robinsons Place Las Pinas,345,Alabang-Zapote,Rd,,Las Pinas City,Metro Manila,MLABUS2016_MLABUSWP,
2,7097491,Universal Storefront Services Corporation,,,13,Leono,St,,Malabon City,Metro Manila,MLABUS2016_MLABUSWP,
2,6320930,Universal Storefront Services Corporation,,Robinsons Metro East,,Marcos,Hwy,,Psg,Metro Manila,MLABUS2016_MLABUSWP,
32,2320624,Universal Storefront Services Corporation,,Robinsons Galleria Cebu,,Gen Maxilom Extension,Ave,,Cebu City,Cebu,CEBU2016_CEBUWP,
2,8371844,Universal Storefront Services Corporation,,,2,Luzon,St,Signal Village,Taguig City,Metro Manila,MLABUS2016_MLABUSWP,
2,7149242/6464317,Universal Storefront Services Corporation,,Puregold Bldg,,E Rodriguez Sr,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,2945873,Universal Storefront Services Corporation,,,,Or Call,,,,,MLABUS2016_MLABUSWP,
2,9525260,Universal Storefront Services Corporation,,,43,Gen a Luna,St,,Taguig City,Metro Manila,MLABUS2016_MLABUSWP,
2,8695180,Universal Storefront Services Corporation,,,2208,Mangahan,St,,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,9315708,Universal Storefront Services Corporation,,Bee Hive Mall,108,Gen T de Leon,St,,Valenzuela City,Metro Manila,MLABUS2016_MLABUSWP,
2,5237695,Universal Storefront Services Corporation,,St Thomas Square Building,1150,Espana,Bvd,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,2942118/5672557,Universal Storefront Services Corporation,,Shopwise Arcade,,Gen Aguinaldo,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,3650458,Universal Storefront Servicescorp,,Araneta Square Building,,Rizal Extension,Ave,,Caloocan City,Metro Manila,MLABUS2016_MLABUSWP,
2,6343017,Universal Storefront Servicescorp,,Robinsons Galleria Mall,,Edsa,Ave,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,8540956,Universal Storefront Servicescorp,,Giselles Park Plaza,302,Edsa,Ave,,PC,Metro Manila,MLABUS2016_MLABUSWP,
2,3646228,Universal Storefront Servicescorp,,Araneta Square Mall,,Samson,Rd,,Caloocan City,Metro Manila,MLABUS2016_MLABUSWP,
2,8502292,Universal Storefront Servicescorp.,,,,Montillano,St,,Munt,Metro Manila,MLABUS2016_MLABUSWP,
2,8121698,Universal Storefront Servicescorp. Western Union,,National Life Insurance Bldg,6762,Ayala,Ave,Legaspi Village,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
2,8257112,Universal Storefront Servicescorporation,,,8263,Dr a Santos,Ave,,Paranaque City,Metro Manila,MLABUS2016_MLABUSWP,
2,7239661,Universal Storefront Servicescorporation,,Greenhills Shopping Arc,,Ortigas,Ave,Greenhills Shopping Center,San Juan City,Metro Manila,MLABUS2016_MLABUSWP,
2,5529294,Universal Storefront Servicescorporation,,Metropoint Taft-Edsa,,Taft,Ave,,PC,Metro Manila,MLABUS2016_MLABUSWP,
2,8425303,Universal Storefront Servicescorporation,,South Station Building,,Alabang-Zapote,Rd,,Munt,Metro Manila,MLABUS2016_MLABUSWP,
2,9379014/9367493,Universal Storefront Servicescorporation,,Robinsons Place,,Quirino,Hwy,,QC,Metro Manila,MLABUS2016_MLABUSWP,
2,7145390,Universal Storefront Servicescorporation,,Fernandos Supermarket,4304,Old Sta Mesa,St,,Mla,Metro Manila,MLABUS2016_MLABUSWP,
2,8421944,Universal Storefront Servicescorporation,,Metropolis Star,,National,Rd,,Munt,Metro Manila,MLABUS2016_MLABUSWP,
2,2888229/2888225,Universal Storefront Servicescorporation (Rcpi),,Francis Market,,Gov W Pascual,Ave,,Malabon City,Metro Manila,MLABUS2016_MLABUSWP,
2,5310276/5353223,Universal Storefront Servicescorporationkalentong,,The Market Place,,Gen Kalentong,St,,Mand,Metro Manila,MLABUS2016_MLABUSWP,
2,8054572,Universal Storefront Servicescorporationlas Pinas,,,414,Alabang-Zapote,Rd,,Las Pinas City,Metro Manila,MLABUS2016_MLABUSWP,
2,8908943,Universal Storefront Servicescorporationmakati Br,,Pelaez Bldg,775,J P Rizal,St,,Mkti,Metro Manila,MLABUS2016_MLABUSWP,
