,Areacode,Phone,name1,name2,SAM_BLDNAME,SAM_STNMFR,SAM_STNAME,SAM_STSUBT,sam_estate,City,Province,class_code,class_desc
3428,,9316682/9315016,House of Representative Congress,,Batasan Pambansa Complex,,Batasan,Rd,,,Metro Manila,,
3430,,9315037/9315050,House of Representative Congress,,,,,,,Or Call:,,,
3432,,9315038/9315036,House of Representative Congress,,,,,,,,,,
3434,,9315035/9315034,House of Representative Congress,,,,,,,,,,
3436,,9315033/9315032,House of Representative Congress,,,,,,,,,,
3438,,9315031/9315030,House of Representative Congress,,,,,,,,,,
3440,,9315001/9315007,House of Representative Congress,,,,,,,,,,
3442,,9315018/9315006,House of Representative Congress,,,,,,,,,,
3444,,9315019/9315024,House of Representative Congress,,,,,,,,,,
3446,,9315020/9315021,House of Representative Congress,,,,,,,,,,
3448,,9315022/9315002,House of Representative Congress,,,,,,,,,,
3450,,9315029/9315003,House of Representative Congress,,,,,,,,,,
3452,,9315028/9315027,House of Representative Congress,,,,,,,,,,
3454,,9315004/9315026,House of Representative Congress,,,,,,,,,,
3456,,9315005,House of Representative Congress,,,,,,,,,,
3457,,9522189/9315025,House of Representative Congress,,,,Ibp,Rd,Batasan Pambansa Complex,QC,Metro Manila,,
3459,,9315023/9315015,House of Representative Congress,,,,,,,Or Call:,,,
3461,,9315008/9315039,House of Representative Congress,,,,,,,,,,
3463,,9522232/9315048,House of Representative Congress,,,,,,,,,,
3465,,9315049/9315009,House of Representative Congress,,,,,,,,,,
3467,,9315012/9315047,House of Representative Congress,,,,,,,,,,
3469,,9327857/9315046,House of Representative Congress,,Batasang Pambansa Cmplx,,Batasan,Rd,,,Metro Manila,,
3471,,9315011/9315044,House of Representative Congress,,,,,,,Or Call:,,,
3473,,9315045/9315042,House of Representative Congress,,,,,,,,,,
3475,,9315013/9315010,House of Representative Congress,,,,,,,,,,
3477,,9315014/9315041,House of Representative Congress,,,,,,,,,,
3479,,9315040/9315017,House of Representative Congress,,,,,,,,,,
3481,,9315043,House of Representative Congress,,,,,,,,,,
3482,,3517139,House of Representatives,,House of Representative,,Batasan,Rd,,QC,Metro Manila,,
3483,,9323114,House of Representatives,,Ramon Mitra Building,,Batasan,Rd,,QC,Metro Manila,,
3484,,9327520/3325841,House of Representatives,,Ramon v Mitra Building,,Ibp,Rd,Batasan Pambansa Complex,QC,Metro Manila,,
3486,,2920812,House of Representatives,,Batasan Pambansa Complex,,Batasan,Rd,,,Metro Manila,,
3487,,9262301/9203500,Housing & Land Use Regulatoryboardnational Capital Region,,Sunnymede Building,1614,Quezon,Ave,,QC,Metro Manila,,
3489,,8114223/8114250,Housing & Urban Development Coordinating Center,,Banco de Oro Plaza,8737,Paseo de Roxas,Ave,Salcedo Village,,Metro Manila,,
3491,,8114220/8114173,Housing & Urban Development Coordinating Center,,,,,,,Or Call:,,,
3493,,8114170/8114172,Housing & Urban Development Coordinating Center,,,,,,,,,,
3495,,8114113/8114159,Housing & Urban Development Coordinating Center,,,,,,,,,,
3497,,8114158/8114167,Housing & Urban Development Coordinating Center,,,,,,,,,,
3499,,8114118/8114117,Housing & Urban Development Coordinating Center,,,,,,,,,,
3501,,8114116/8114168,Housing & Urban Development Coordinating Center,,,,,,,,,,
3503,,8114112/8114467,Housing & Urban Development Coordinating Center,,,,,,,,,,
3505,,9298869/9273061,Housing and Land Use Regulatory Board,,Sunnymede Building,1614,Quezon,Ave,,,Metro Manila,,
3507,,9272723/9279041,Housing and Land Use Regulatory Board,,,,,,,Or Call:,,,
3509,,9275561,Housing and Land Use Regulatory Board,,,,,,,,,,
3510,,3731811/9272698,Housing and Land Use Regulatory Board,,Housing & Land Use Reg Board,138,Kalayaan,Ave,,QC,Metro Manila,,
3512,,9272699/9272734,Housing and Land Use Regulatory Board,,,,,,,Or Call:,,,
3514,,9272710/9272731,Housing and Land Use Regulatory Board,,,,,,,,,,
3516,,9279033,Housing and Land Use Regulatory Board,,,,,,,,,,
3517,,6542799,Home Dev Mutual Fund  Tech Support Housing Grp South Sector Bran,,,409,Shaw,Bvd,,Mandaluyong City,Metro Manila,,
3518,,8463715/6549241,Home Dev Mutual Fund  Tech Support Housing Grp South Sector Bran,,Justine Building,,Malugay,St,,Makati City,Metro Manila,,
3520,,6547162/6541021,Home Dev Mutual Fund  Tech Support Housing Grp South Sector Bran,,,,,,,Or Call:,,,
3522,,6547813/6549189,Home Dev Mutual Fund  Tech Support Housing Grp South Sector Bran,,,,,,,,,,
3524,,8322041/8321816,Home Development Mutual Fund,,,,,,,,,,
3526,,8322036/8321729,Home Development Mutual Fund,,,,,,,,,,
3528,,8321892/8322039,Home Development Mutual Fund,,,,,,,,,,
3530,,8432562/8321749,Home Development Mutual Fund,,,,,,,,,,
3532,,9625429/9625427,Home Development Mutual Fund  Caloocan Branch,,Puritan Philippines Inc,355,Edsa,Ave,,,Metro Manila,,
3534,,9625428/9617717,Home Development Mutual Fund  Caloocan Branch,,,,,,,Or Call:,,,
3536,,7085615,Home Development Mutual Fund  Edsa East Branch,,,,Kitanlad,St,,,Metro Manila,,
3537,,9620605,House of Senate,,Ncr Coa Bldg,,Batasan,Rd,,QC,Metro Manila,,
3538,,5526709/5526708,House of Senate,,,,Conversion,St,,PC,Metro Manila,,
3540,,5526707/5526706,House of Senate,,,,,,,Or Call:,,,
3542,,5526705/5526704,House of Senate,,,,,,,,,,
3544,,5526702,House of Senate,,,,,,,,,,
3545,,8238053/2928947,House of Senate,,Financial Center Complex,,Roxas,Bvd,,PC,Metro Manila,,
3547,,2928713/2885261,House of Senate,,,,,,,Or Call:,,,
3549,,2885913/2886446,House of Senate,,,,,,,,,,
3551,,2886821,House of Senate,,,,,,,,,,
3552,,5515888/5526710,House of Senate,,Senate Gsis Building,,Roxas,Bvd,Financial Center,PC,Metro Manila,,
3554,,2919693,House of Senate,,,,,,,Or Call:,,,
3555,,5502665,House of Senate  Office of Senator Recto,,Gsis Financial Center Bldg,,Roxas,Bvd,,PC,Metro Manila,,
3556,,8370461,"Industrial Technology Development Institute, Inc.",,Admatel Building,,Gen Santos,Ave,Dost Compound,Taguig City,Metro Manila,,
3557,,5238467/5252015,Insurance Commission,,Insurance Commision,1071,United Nations,Ave,,Manila City,Metro Manila,,
3559,,5238469/5243548,Insurance Commission,,,,,,,Or Call:,,,
3561,,4041758,Insurance Commission,,,,,,,,,,
3562,,5243265/2546718,Insurance Commission,,Romualdez Ins Comm Building,,United Nations,Ave,,Manila City,Metro Manila,,
3564,,2549604/5257521,Insurance Commission,,,,,,,Or Call:,,,
3566,,5238468/5238466,Insurance Commission,,,,,,,,,,
3568,,5238470/4041664,Insurance Commission,,,,,,,,,,
3570,,5221434/3547153,Insurance Commission,,,,,,,,,,
3572,,5238465/5238461,Insurance Commission,,,,,,,,,,
3574,,5238464/5238462,Insurance Commission,,,,,,,,,,
3576,,5238463,Insurance Commission,,,,,,,,,,
3577,,8928904/8928903,International Committee of the Red Cross,,Erechem Building,,V a Rufino,St,Legaspi Village,Makati City,Metro Manila,,
3579,,8928902/8928901,International Committee of the Red Cross,,,,,,,Or Call:,,,
3581,,8195997,International Committee of the Red Cross,,,,,,,,,,
3582,,5273096,Intramuros Administration,,Palacio Del Gobernador Bldg,,Gen a Luna,St,,Manila City,Metro Manila,,
3583,,5366712,Intramuros Administration,,Baluarte de San Andres,,Calle Muralla,St,,Manila City,Metro Manila,,
3584,,5274088,Intramuros Administration,,Plaza San Luis Building,,Real,St,,Manila City,Metro Manila,,
3585,,5274084,Intramuros Administration,,,,Gen a Luna,St,,Manila City,Metro Manila,,
3586,,5274053,Intramuros Administration,,,,Anda,St,,Manila City,Metro Manila,,
3587,,5273189/5273105,Intramuros Administration,,,,M Adriatico,St,,Manila City,Metro Manila,,
3589,,5270420/5273102,Intramuros Administration,,,,,,,Or Call:,,,
3591,,5279012,Intramuros Administration,,,,,,,,,,
3592,,5273185/5270635,Intramuros Administration,,,,A Soriano Jr,Ave,,Manila City,Metro Manila,,
3594,,5273141/5273084,Intramuros Administration,,,,,,,Or Call:,,,
3596,,5272961/5272811,Intramuros Administration,,,,Arzobispo,St,,,Metro Manila,,
3598,,5271572/5273108,Intramuros Administration,,Intramuros Administration,,A Bonifacio,Drv,,,Metro Manila,,
3600,,5273181/5277300,Intramuros Administration,,,,,,,Or Call:,,,
3602,,5273155,Intramuros Administration,,,,,,,,,,
3603,,5513706,Kalayaan Elementary School,,Teachers Bliss Bldg,,Merville Access,Rd,Kalayaan Village,PC,Metro Manila,,
3604,,9618492,Kasarinlan Elementary School,,,,Tuna,St,KAUNLARAN VILLAGE PHASE 3,Caloocan City,Metro Manila,,
3605,,8908952,La Paz Health Center,,,,Archimedes,St,,Makati City,Metro Manila,,
3606,,9211901,Land Registration Authority,,,,East,Ave,,QC,Metro Manila,,
3607,,9263755,Land Registration Authority,,Lra Building,,East,Ave,,QC,Metro Manila,,
3608,,9285618/9276879,Land Registration Authority,,Nia Building,,Nia,Rd,,QC,Metro Manila,,
3610,,9276884,Land Registration Authority,,,,,,,Or Call:,,,
3611,,7110827,Land Transportation Office,,Butel Building,,Tayuman,St,,Manila City,Metro Manila,,
3612,,6365770,Land Transportation Office,,Ynares Sports Arena,,Shaw,Bvd,Rizal Provincial Compound,Pasig City,Metro Manila,,
3613,,7112816,Land Transportation Office,,,20,G Araneta,Ave,,QC,Metro Manila,,
3614,,9229066/9256043,Land Transportation Office,,Lto Building,,East,Ave,Lto Compound,QC,Metro Manila,,
3616,,3613884/9229062,Land Transportation Office,,Butel Building,,Araneta,Ave,,,Metro Manila,,
3618,,5322726,Land Transportation Office,,,121,Shaw,Bvd,,,Metro Manila,,
3619,,7417182,Land Transportation Office,,Beta Building,2160,Espana,St,,Manila City,Metro Manila,,
3620,,8958678/9229064,Land Transportation Office,,Bankmer Building,6756,Ayala,Ave,Legaspi Village,Makati City,Metro Manila,,
3622,,8621091/9229063,Land Transportation Office,,Land Transportation Office,,National,Rd,,,Metro Manila,,
3624,,9219017/4265257,Land Transportation Office,,,,East,Ave,,,Metro Manila,,
3626,,9229061/9261063,Land Transportation Office,,,,,,,Or Call:,,,
3628,,9256042/9229065,Land Transportation Office,,,,,,,,,,
3630,,7149113/7112818,Land Transportation Office,,Rm Commercial Arcade,80,Aurora,Bvd,,,Metro Manila,,
3632,,9292015,Land Transportation Office,,,,,,,Or Call:,,,
3633,,2927846,Land Transportation Office,,,,Ilang-Ilang,St,,Valenzuela City,Metro Manila,,
3634,,8538312/9262306,Land Transportation Office,,,,Domestic,Rd,,PC,Metro Manila,,
3636,,7114444,Land Transportation Office,,,3,Biak Na Bato,St,,,Metro Manila,,
3637,,7313833,Land Transportation Office,,Bureau of Telecom Building,,Tayuman,St,,Manila City,Metro Manila,,
3638,,2833510,Land Transportation Office,,,,North Bay,Bvd,Navotas Fish Port Complex,Navotas City,Metro Manila,,
3639,,9220149,Land Transportation Office,,Ltc Building,,Timog,Ave,,QC,Metro Manila,,
3640,,9219014,Land Transportation Office,,Nmvis Building,,East,Ave,Lto Compound,QC,Metro Manila,,
3641,,2456217/2454959,Lands Management Bureau,,Bureau of Lands Building,,Plaza Moraga,St,,Manila City,Metro Manila,,
3643,,2454958/2442648,Lands Management Bureau,,,,,,,Or Call:,,,
3645,,2442903,Lands Management Bureau,,,,,,,,,,
3646,,2436651,Lands Management Bureau,,Bpi Building,150,Plaza Cervantes,St,,Manila City,Metro Manila,,
3647,,2454503/2429399,Lands Management Bureau,,Philtrust Bank Building,,Q Paredes,St,,Manila City,Metro Manila,,
3649,,2432957,Lands Management Bureau,,,,,,,Or Call:,,,
3650,,8888333/8512472,Light Rail Manila Corporation,,Lrta Cmpd,,Aurora,Bvd,,PC,Metro Manila,,
3652,,8100466/8100464,Light Rail Manila Corporation,,Makati Stock Exchange,6767,Ayala,Ave,Salcedo Village,,Metro Manila,,
3654,,8512502/8100467,Light Rail Manila Corporation,,,,,,,Or Call:,,,
3656,,8512503/8512504,Light Rail Manila Corporation,,,,,,,,,,
3658,,8100458/8100461,Light Rail Manila Corporation,,,,,,,,,,
3660,,8512500,Light Rail Manila Corporation,,,,,,,,,,
3661,,8530045/8530043,Light Rail Transit Authority,,Lrta Cmpd,,Aurora,Bvd,,PC,Metro Manila,,
3663,,8530041/8530044,Light Rail Transit Authority,,,,,,,Or Call:,,,
3665,,8530050/8530058,Light Rail Transit Authority,,,,,,,,,,
3667,,8530057/8530056,Light Rail Transit Authority,,,,,,,,,,
3669,,8530060/8530054,Light Rail Transit Authority,,,,,,,,,,
3671,,8530046/8530053,Light Rail Transit Authority,,,,,,,,,,
3673,,8530047/8530061,Light Rail Transit Authority,,,,,,,,,,
3675,,8530052/8530051,Light Rail Transit Authority,,,,,,,,,,
3677,,8530048,Light Rail Transit Authority,,,,,,,,,,
3678,,6473491/8530059,Light Rail Transit Authority,,,,Marcos,Hwy,,Pasig City,Metro Manila,,
3680,,8530055/8530042,Light Rail Transit Authority,,,,,,,Or Call:,,,
3682,,5515946,Light Rail Transit Authority,,Adm Bldg,,Aurora,Bvd,,,Metro Manila,,
3683,,5515944,Ligth Rail Transit Authority,,Adm Bldg,,Aurora,Bvd,,PC,Metro Manila,,
3684,,9205453,Local Water Utilities Administration,,Lwua Bldg,,Katipunan,Ave,,QC,Metro Manila,,
3685,,9205452/9205451,Local Water Utilities Administration,,,,Katipunan Extension,St,,QC,Metro Manila,,
3687,,9205581/9205449,Local Water Utilities Administration,,,,,,,Or Call:,,,
3689,,9205448/9205444,Local Water Utilities Administration,,,,Katipunan,Ave,,,Metro Manila,,
3691,,9205445/9205589,Local Water Utilities Administration,,,,,,,Or Call:,,,
3693,,9205582/9298362,Local Water Utilities Administration,,,,,,,,,,
3695,,9205441/9283750,Local Water Utilities Administration,,,,,,,,,,
3697,,9280712/9205601,Local Water Utilities Administration,,Lwua Bldg,,Katipunan Extension,St,,,Metro Manila,,
3699,,9205599/9205598,Local Water Utilities Administration,,,,,,,Or Call:,,,
3701,,9215073/9205597,Local Water Utilities Administration,,Mwss Cmplx,,Katipunan,St,,,Metro Manila,,
3703,,9205596/9205594,Local Water Utilities Administration,,,,,,,Or Call:,,,
3705,,9205593/9205592,Local Water Utilities Administration,,,,,,,,,,
3707,,9205591/9205590,Local Water Utilities Administration,,,,,,,,,,
3709,,9205588/9205587,Local Water Utilities Administration,,,,,,,,,,
3711,,9205586/9205585,Local Water Utilities Administration,,,,,,,,,,
3713,,9205584/9205583,Local Water Utilities Administration,,,,,,,,,,
3715,,9223434/9294511,Local Water Utilities Administration,,,,Capitol Hills,Drv,,,Metro Manila,,
3717,,9205595/9205440,Local Water Utilities Administration,,,,,,,Or Call:,,,
3719,,9296203/9201229,Local Water Utilities Administration,,Lwua Building,,Tandang Sora,Ave,,,Metro Manila,,
3721,,9266929/9265405,Local Water Utilities Administration,,Lwua Building,,Katipunan,Ave,,,Metro Manila,,
3723,,9296107,Local Water Utilities Administration,,Administration Building,,Tandang Sora,Ave,,,Metro Manila,,
3724,,9295810/9296210,Local Water Utilities Administration,,Adm Bldg,,Katipunan,St,,QC,Metro Manila,,
3726,,9295008/9205434,Local Water Utilities Administration,,,,,,,Or Call:,,,
3728,,9295068/9294610,Local Water Utilities Administration,,,,,,,,,,
3730,,9266918/9294035,Local Water Utilities Administration,,,,,,,,,,
3732,,9205436/9205437,Local Water Utilities Administration,,,,,,,,,,
3734,,9205435/9296352,Local Water Utilities Administration,,,,,,,,,,
3736,,9276883,Lracomprehensive Agrarian Reform Program,,Lra Building,,East,Ave,,,Metro Manila,,
3737,,9273028/9256588,Lwualingap Fund Project,,Mwss-Lwua Complex,,Katipunan,St,,QC,Metro Manila,,
3739,,9256587/9256571,Land Registration Authority,,,,,,,Or Call:,,,
3741,,9256586/9256980,Land Registration Authority,,,,,,,,,,
3743,,9256585/9256584,Land Registration Authority,,,,,,,,,,
3745,,9276779/9256583,Land Registration Authority,,,,,,,,,,
3747,,9256582/9256581,Land Registration Authority,,,,,,,,,,
3749,,9256970/9256580,Land Registration Authority,,,,,,,,,,
3751,,9296133/9256579,Land Registration Authority,,,,,,,,,,
3753,,9256578/9256577,Land Registration Authority,,,,,,,,,,
3755,,9256576/9256575,Land Registration Authority,,,,,,,,,,
3757,,9256574/9256573,Land Registration Authority,,,,,,,,,,
3759,,9256572/9256589,Land Registration Authority,,,,,,,,,,
3761,,9256590/9256591,Land Registration Authority,,,,,,,,,,
3763,,9256593/9256972,Land Registration Authority,,,,,,,,,,
3765,,9256610/9256974,Land Registration Authority,,,,,,,,,,
3767,,9254657/9256609,Land Registration Authority,,,,,,,,,,
3769,,9256975/9256608,Land Registration Authority,,,,,,,,,,
3771,,9256607/9276773,Land Registration Authority,,,,,,,,,,
3773,,9256606/9256971,Land Registration Authority,,,,,,,,,,
3775,,9254498/9256601,Land Registration Authority,,,,,,,,,,
3777,,9276774/9256599,Land Registration Authority,,,,,,,,,,
3779,,9256598/9256597,Land Registration Authority,,,,,,,,,,
3781,,9256595/9256594,Land Registration Authority,,,,,,,,,,
3783,,9256976/9256977,Land Registration Authority,,,,,,,,,,
3785,,9256978/9256603,Land Registration Authority,,,,,,,,,,
3787,,9256973/9211174,Land Registration Authority,,,,,,,,,,
3789,,9219753/9211187,Land Registration Authority,,New Land Registration Bldg,,East,Ave,,,Metro Manila,,
3791,,8318532/9211207,Land Registration Authority,,,,F B Harrison,St,,,Metro Manila,,
3793,,9211235/9211311,Land Registration Authority,,,,,,,Or Call:,,,
3795,,9211316/9211169,Land Registration Authority,,,,,,,,,,
3797,,9211383/9211401,Land Registration Authority,,,,,,,,,,
3799,,9211368/9211778,Land Registration Authority,,,,,,,,,,
3801,,9211970/9211987,Land Registration Authority,,,,,,,,,,
3803,,9212036,Land Registration Authority,,,,,,,,,,
3804,,9212320,Land Registration Authority,,Land Registration Building,,East,Ave,,QC,Metro Manila,,
3805,,9214976/9215550,Land Registration Authority,,Land Regis Building,,East,Ave,,QC,Metro Manila,,
3807,,9216141/9211528,Land Registration Authority,,,,,,,Or Call:,,,
3809,,4262530/4262515,Land Transportation Franchising Regulatory Board,,Lto Building,,East,Ave,Lto Compound,,Metro Manila,,
3811,,4262510/4262508,Land Transportation Franchising Regulatory Board,,,,,,,Or Call:,,,
3813,,4262501,Land Transportation Franchising Regulatory Board,,,,,,,,,,
3814,,4262505/4262485,Land Transportation Franchising Regulatory Board,,Land and Trans Franchaising,,East,Ave,,QC,Metro Manila,,
3816,,4262491,Land Transportation Franchising Regulatory Board,,,,,,,Or Call:,,,
3817,,8511954/8512113,Land Transportation Office  NCR Regional Office,,Land Transportation Office,,Domestic,Rd,,PC,Metro Manila,,
3819,,8512147/8512150,Land Transportation Office  NCR Regional Office,,,,,,,Or Call:,,,
3821,,8193271/8443155,Makati Municipality,,Makati Central Fire Station,,Ayala,Ave,,,Metro Manila,,
3823,,8444458,Makati Municipality,,,,,,,Or Call:,,,
3824,,8440991/8193270,Makati Municipality,,Bangkal High School,,Gen M Malvar,St,,Makati City,Metro Manila,,
3826,,8998942/8961250,Makati Municipality,,Makati Municipal Building,,J P Rizal,St,,,Metro Manila,,
3828,,8963545/8963655,Makati Municipality,,Makati Coliseum,31,Mascardo,St,Ma de La Paz Village,,Metro Manila,,
3830,,8964951,Makati Municipality,,Makati City Hall,,J P Rizal,St,,,Metro Manila,,
3831,,8967429,Makati Municipality,,Dept of Engg and Public Works,,J P Rizal,St,,Makati City,Metro Manila,,
3832,,8967646/8998931,Makati Municipality,,,,J P Rizal,St,,Makati City,Metro Manila,,
3834,,8998930/8998916,Makati Municipality,,,,,,,Or Call:,,,
3836,,8998955/8998957,Makati Municipality,,,,,,,,,,
3838,,8998911/8998958,Makati Municipality,,Makati City Hall Bldg Ii,,J P Rizal,St,,,Metro Manila,,
3840,,8998910/8998905,Makati Municipality,,,,,,,Or Call:,,,
3842,,8998892/8998975,Makati Municipality,,,,,,,,,,
3844,,8998881/8998981,Makati Municipality,,,,,,,,,,
3846,,8998874,Makati Municipality,,,,,,,,,,
3847,,8998989/8819395,Makati Municipality,,Makati Municipal Bldg,,F Zobel,St,,Makati City,Metro Manila,,
3849,,8963443/8963439,Makati Municipality,,,,,,,Or Call:,,,
3851,,8963394,Makati Municipality,,,,,,,,,,
3852,,8962828,Makati Municipality,,Youth Center Building,1150,J P Rizal,St,,Makati City,Metro Manila,,
3853,,8908527/8908523,Makati Municipality,,,,Osias,St,,Makati City,Metro Manila,,
3855,,8908520/8908512,Makati Municipality,,,,,,,Or Call:,,,
3857,,8905089,Makati Municipality,,Makati Police Station,,J P Rizal,St,,,Metro Manila,,
3858,,8903793,Makati Municipality,,,,J D Villena,St,,Makati City,Metro Manila,,
3859,,8950748,Makati Municipality,,,,Jupiter,St,BEL-AIR 1 VILLAGE,Makati City,Metro Manila,,
3860,,8900960,Makati Municipality,,Bgy Valenzuela Sports Complex,,Tanay,St,,Makati City,Metro Manila,,
3861,,8954928/8954929,Makati Municipality,,Chateau Bldg,,F Zobel,St,,Makati City,Metro Manila,,
3863,,5110911,Makati Municipality,,,,,,,Or Call:,,,
3864,,8955085/8956475,Makati Municipality,,City Government of Makati,,Angono,St,,Makati City,Metro Manila,,
3866,,8998947/8956601,Makati Municipality,,New Treasury Bldg,,F Zobel,St,,,Metro Manila,,
3868,,8957359/8957765,Makati Municipality,,,,F Nazario,St,,,Metro Manila,,
3870,,8957950/8958462,Makati Municipality,,,,,,,Or Call:,,,
3872,,8960277,Makati Municipality,,New Makati City Hall,,J P Rizal,St,,,Metro Manila,,
3873,,8999049/8961663,Makati Municipality,,Abc Bldg,,J P Rizal,St,,Makati City,Metro Manila,,
3875,,8955125,Makati Municipality,,,,,,,Or Call:,,,
3876,,8885382,Makati Municipality,,,1121,Gen E Rodriguez,Ave,,Makati City,Metro Manila,,
3877,,8820460,Makati Municipality,,Pitogo High School,,Cebu,St,,Makati City,Metro Manila,,
3878,,8820535/8998594,Makati Municipality,,,,Conversion,St,,Makati City,Metro Manila,,
3880,,8998596/8999038,Makati Municipality,,,,,,,Or Call:,,,
3882,,8998608/8998609,Makati Municipality,,,,,,,,,,
3884,,8998613/8998616,Makati Municipality,,Makati City Hall Annex Bldg,,Morong,St,Rizal Village,,Metro Manila,,
3886,,8999072,Makati Municipality,,,,,,,Or Call:,,,
3887,,8999071/8998617,Makati Municipality,,Old Fire Dept Bldg,,J P Rizal,St,,Makati City,Metro Manila,,
3889,,8998589,Makati Municipality,,,,,,,Or Call:,,,
3890,,8824582/8998619,Makati Municipality,,,,National,Rd,,Makati City,Metro Manila,,
3892,,8998620/8998622,Makati Municipality,,,,,,,Or Call:,,,
3894,,8998732/8999040,Makati Municipality,,,,,,,,,,
3896,,8999069,Makati Municipality,,,,,,,,,,
3897,,8999046,Makati Municipality,,Treasury Bldg,,F Zobel,St,,Makati City,Metro Manila,,
3898,,8826380/8999057,Makati Municipality,,,,Sampaguita,St,,Makati City,Metro Manila,,
3900,,8999056/8998618,Makati Municipality,,,,,,,Or Call:,,,
3902,,8908537/8998588,Makati Municipality,,,,,,,,,,
3904,,8999035,Makati Municipality,,,,Pililia,St,,,Metro Manila,,
3905,,8820537,Makati Municipality,,,,J P Rizal Extension,St,,Makati City,Metro Manila,,
3906,,8820675,Makati Municipality,,Pamantasan Ng Makati,,J P Rizal,St,,Makati City,Metro Manila,,
3907,,8820676/8820678,Makati Municipality,,University of Makati,,J P Rizal Extension,St,,Makati City,Metro Manila,,
3909,,8820680/8820681,Makati Municipality,,,,,,,Or Call:,,,
3911,,8820683/8820684,Makati Municipality,,,,,,,,,,
3913,,8821843/8821992,Makati Municipality,,East Rembo Health Center,,5TH,Ave,,,Metro Manila,,
3915,,8998855/8977868,Makati Municipality,,New Treasury Bldg,,J P Rizal,St,,,Metro Manila,,
3917,,8998867/8999021,Makati Municipality,,,,,,,Or Call:,,,
3919,,8999023/8999029,Makati Municipality,,,,,,,,,,
3921,,8991212/8995668,Makati Municipality,,,,Fortuna,St,,,Metro Manila,,
3923,,8998506/8998509,Makati Municipality,,,,,,,Or Call:,,,
3925,,8998515/8999030,Makati Municipality,,,,,,,,,,
3927,,8998869/8908871,Makati Municipality,,,,,,,,,,
3929,,8999047/8998939,Makati Municipality,,Poblacion Health Center,,A Bonifacio,St,,,Metro Manila,,
3931,,8998935,Makati Municipality,,,,,,,Or Call:,,,
3932,,4034621,Makati Municipality,,,2903,H Santos,St,,Makati City,Metro Manila,,
3933,,7340655,Malacanang Presidential Broadcastingrtvm,,Rtvm Building,,Pres J P Laurel,St,San Miguel Village,Manila City,Metro Manila,,
3934,,7333713,Malacanang Presidential Broadcastingrtvm,,Budget Commision Bldg,,Arlegui,St,,Manila City,Metro Manila,,
3935,,5320480/5325027,Mandaluyong Municipality,,,605,Boni,Ave,,Mandaluyong City,Metro Manila,,
3937,,5325028/5325030,Mandaluyong Municipality,,,,,,,Or Call:,,,
3939,,5340816,Mandaluyong Municipality,,Mand Municipal Ofc,,Maysilo Circle,St,,,Metro Manila,,
3940,,5319158,Mandaluyong Municipality,,,67,G Aglipay,St,,Mandaluyong City,Metro Manila,,
3941,,5317974,Mandaluyong Municipality,,,,I J Cruz,St,,Mandaluyong City,Metro Manila,,
3942,,5317869,Mandaluyong Municipality,,,34,I Lopez,St,,Mandaluyong City,Metro Manila,,
3943,,5321194,Mandaluyong Municipality,,,,E Pantaleon,St,,Mandaluyong City,Metro Manila,,
3944,,5341662/4778565,Mandaluyong Municipality,,,,Maysilo Circle,St,Mandaluyong City Hall,Mandaluyong City,Metro Manila,,
3946,,5310029/5325031,Mandaluyong Municipality,,Neptali a Gonzales Building,49,Lions,Rd,,,Metro Manila,,
3948,,5325026/5325009,Mandaluyong Municipality,,,,,,,Or Call:,,,
3950,,5322145/5325008,Mandaluyong Municipality,,,,,,,,,,
3952,,5325010/5325007,Mandaluyong Municipality,,,,,,,,,,
3954,,5325011/5325005,Mandaluyong Municipality,,,,,,,,,,
3956,,5325012/5325004,Mandaluyong Municipality,,,,,,,,,,
3958,,5325013/5325014,Mandaluyong Municipality,,,,,,,,,,
3960,,5325003/5325002,Mandaluyong Municipality,,,,,,,,,,
3962,,5325015/5325025,Mandaluyong Municipality,,,,,,,,,,
3964,,5325016/5325018,Mandaluyong Municipality,,,,,,,,,,
3966,,5325019/5325001,Mandaluyong Municipality,,,,,,,,,,
3968,,5325020/5325021,Mandaluyong Municipality,,,,,,,,,,
3970,,5322811/5325022,Mandaluyong Municipality,,Mandaluyong High Sch,,Rt Rev G Aglipay,St,,,Metro Manila,,
3972,,5322486/5325023,Mandaluyong Municipality,,Municipal Bldg,,Maysilo Circle,St,,,Metro Manila,,
3974,,5322318/5325024,Mandaluyong Municipality,,,,,,,Or Call:,,,
3976,,5322160/5325017,Mandaluyong Municipality,,,,,,,,,,
3978,,5322332/5325006,Mandaluyong Municipality,,,,,,,,,,
3980,,5243333/5270892,Manila City Budget,,Manila City Hall,,A J Villegas,St,,,Metro Manila,,
3982,,5277817,Manila City Budget,,Bahay Kubo,,A J Villegas,St,,,Metro Manila,,
3983,,5277801/5275208,Manila City Budget,,Maharnilad Building,,A J Villegas,St,,Manila City,Metro Manila,,
3985,,5275037/5274991,Manila City Budget,,,,A J Villegas,St,,,Metro Manila,,
3987,,5274920,Manila City Budget,,,,,,,Or Call:,,,
3988,,5275195/5279621,Manila City Council,,Manila City Hall,,A J Villegas,St,,Manila City,Metro Manila,,
3990,,5275008/5275230,Manila City Council,,,,,,,Or Call:,,,
3992,,5274934/5275234,Manila City Council,,,,,,,,,,
3994,,5274959/5275249,Manila City Council,,,,,,,,,,
3996,,5275203,Manila City Council,,,,,,,,,,
3997,,5238687,Manila City Library,,Manila Medical Society,800,Taft,Ave,,Manila City,Metro Manila,,
